,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,cortex-vfx.csv,wikipediardware.csv
cortex-vfx.csv,0.21,0.32,0.64,0.4,0.17,0.51,0.33,0.59,0.25
empserver.csv,0.48,0.51,0.34,0.32,0.65,0.55,0.56,0.56,0.34
enlightenment.csv,0.0,0.0,0.0,0.65,0.0,0.05,0.0,0.0,0.0
ildjit.csv,0.49,0.71,0.19,0.26,0.42,0.18,0.04,0.31,0.3
jfreereport.csv,0.13,0.04,0.47,0.24,0.13,0.36,0.19,0.26,0.1
lufa-lib.csv,0.5,0.57,0.59,0.56,0.23,0.59,0.7,0.35,0.53
pcsx2.csv,0.44,0.17,0.65,0.61,0.61,0.73,0.39,0.24,0.58
psycle.csv,0.64,0.33,0.67,0.64,0.62,0.63,0.61,0.52,0.58
wikipediardware.csv,0.63,0.38,0.09,0.63,0.13,0.55,0.24,0.48,0.8
