,fritzing.csv,arianne.csv,xuggle.csv,emeraldemu.csv,yield.csv,rsyslog.csv,planeshift.csv,grafx2.csv,wow-qrsk.csv,bacnet.csv,gnupdate.csv,alsa.csv,ardour.csv,multitude.csv,salasaga.csv,keyczar.csv,xmoto.csv,cortex-vfx.csv,gstreamer.csv,linux-ntfs.csv
alsa.csv,0.15,0.39,0.26,0.46,0.52,0.62,0.33,0.52,0.43,0.41,0.32,0.99,0.52,0.38,0.37,0.37,0.36,0.42,0.62,0.46
ardour.csv,0.34,0.36,0.32,0.59,0.29,0.68,0.58,0.74,0.46,0.48,0.36,0.6,0.99,0.51,0.35,0.31,0.53,0.4,0.65,0.51
arianne.csv,0.42,1.0,0.16,0.31,0.42,0.6,0.34,0.77,0.2,0.53,0.29,0.74,0.25,0.45,0.19,0.61,0.26,0.17,0.56,0.21
bacnet.csv,0.49,0.36,0.22,0.54,0.51,0.5,0.72,0.55,0.35,0.94,0.24,0.5,0.63,0.5,0.4,0.59,0.56,0.34,0.69,0.57
cortex-vfx.csv,0.62,0.34,0.35,0.51,0.33,0.65,0.47,0.41,0.34,0.33,0.29,0.4,0.47,0.37,0.22,0.25,0.56,0.97,0.44,0.59
emeraldemu.csv,0.65,0.58,0.25,0.97,0.63,0.53,0.71,0.58,0.49,0.29,0.32,0.43,0.61,0.36,0.23,0.3,0.53,0.36,0.3,0.58
fritzing.csv,0.98,0.44,0.34,0.55,0.5,0.71,0.74,0.71,0.5,0.49,0.27,0.43,0.67,0.55,0.41,0.61,0.64,0.39,0.58,0.58
gnupdate.csv,0.57,0.32,0.35,0.41,0.59,0.45,0.37,0.51,0.37,0.31,1.0,0.33,0.61,0.39,0.37,0.12,0.58,0.39,0.49,0.42
grafx2.csv,0.65,0.28,0.29,0.57,0.67,0.45,0.59,1.0,0.47,0.39,0.51,0.46,0.63,0.53,0.33,0.25,0.42,0.4,0.39,0.44
gstreamer.csv,0.55,0.53,0.26,0.52,0.66,0.39,0.72,0.55,0.38,0.42,0.37,0.66,0.7,0.61,0.32,0.7,0.57,0.36,0.98,0.66
keyczar.csv,0.17,0.36,0.21,0.39,0.47,0.57,0.49,0.6,0.28,0.48,0.5,0.59,0.27,0.58,0.35,0.98,0.33,0.37,0.65,0.63
linux-ntfs.csv,0.45,0.44,0.12,0.5,0.38,0.64,0.57,0.49,0.32,0.36,0.28,0.54,0.42,0.48,0.26,0.71,0.57,0.34,0.54,0.98
multitude.csv,0.54,0.56,0.31,0.52,0.65,0.59,0.68,0.74,0.44,0.48,0.29,0.61,0.68,0.98,0.24,0.72,0.61,0.45,0.7,0.62
planeshift.csv,0.54,0.46,0.26,0.5,0.63,0.53,0.99,0.68,0.38,0.53,0.34,0.66,0.7,0.68,0.33,0.79,0.57,0.33,0.71,0.54
rsyslog.csv,0.67,0.61,0.26,0.53,0.65,0.94,0.83,0.76,0.41,0.52,0.25,0.71,0.71,0.67,0.35,0.67,0.59,0.38,0.69,0.62
salasaga.csv,0.46,0.57,0.17,0.39,0.52,0.62,0.71,0.51,0.24,0.43,0.21,0.61,0.52,0.52,0.98,0.74,0.54,0.28,0.48,0.57
wow-qrsk.csv,0.64,0.58,0.33,0.54,0.45,0.7,0.65,0.5,0.98,0.51,0.36,0.54,0.49,0.4,0.26,0.04,0.5,0.29,0.42,0.51
xmoto.csv,0.57,0.48,0.31,0.5,0.65,0.49,0.7,0.49,0.38,0.39,0.18,0.48,0.68,0.48,0.33,0.63,0.96,0.28,0.4,0.56
xuggle.csv,0.65,0.26,0.99,0.39,0.12,0.29,0.56,0.1,0.25,0.04,0.11,0.02,0.43,0.29,0.0,0.15,0.33,0.12,0.44,0.07
yield.csv,0.61,0.64,0.24,0.51,0.98,0.73,0.8,0.74,0.39,0.44,0.3,0.73,0.69,0.59,0.34,0.53,0.58,0.38,0.72,0.71
