,fritzing.csv,arianne.csv,xuggle.csv,emeraldemu.csv,yield.csv,rsyslog.csv,planeshift.csv,grafx2.csv,wow-qrsk.csv,bacnet.csv,gnupdate.csv,alsa.csv,ardour.csv,multitude.csv,salasaga.csv,keyczar.csv,xmoto.csv,cortex-vfx.csv,gstreamer.csv,linux-ntfs.csv
alsa.csv,0.01,0.17,0.16,0.24,0.12,0.21,0.13,0.13,0.18,0.36,0.49,0.01,0.24,0.12,0.36,0.07,0.2,0.39,0.3,0.14
ardour.csv,0.08,0.11,0.18,0.18,0.01,1.0,0.24,0.82,0.23,0.91,0.73,0.64,0.0,0.14,0.41,0.13,0.14,0.22,0.54,0.1
arianne.csv,0.34,0.01,0.39,0.53,0.24,0.88,0.37,0.21,0.52,0.62,0.74,0.74,0.24,0.54,0.78,0.47,0.23,0.2,0.43,0.28
bacnet.csv,0.22,0.37,0.43,0.34,0.46,0.17,0.37,0.13,0.45,0.0,0.36,0.31,0.37,0.07,0.32,0.33,0.34,0.38,0.39,0.41
cortex-vfx.csv,0.35,0.23,0.17,0.33,0.13,0.21,0.07,0.11,0.29,0.23,0.31,0.28,0.25,0.1,0.08,0.07,0.3,0.0,0.18,0.17
emeraldemu.csv,0.6,0.58,0.2,0.0,0.24,0.29,0.39,0.11,0.15,0.22,0.26,0.22,0.34,0.07,0.76,0.2,0.14,0.42,0.13,0.45
fritzing.csv,0.0,0.19,0.37,0.4,0.43,0.42,0.39,0.53,0.24,0.74,0.36,0.26,0.59,0.32,0.32,0.33,0.34,0.31,0.2,0.45
gnupdate.csv,0.23,0.22,0.12,0.26,0.38,0.33,0.2,0.71,0.27,0.23,0.0,0.08,0.18,0.1,0.22,0.07,0.18,0.37,0.14,0.41
grafx2.csv,0.29,0.23,0.18,0.16,0.22,0.21,0.26,0.0,0.19,0.38,0.14,0.27,0.27,0.14,0.14,0.07,0.3,0.25,0.25,0.31
gstreamer.csv,0.35,0.36,0.29,0.55,0.28,0.12,0.41,0.05,0.48,0.31,0.28,0.4,0.34,0.34,0.61,0.4,0.32,0.67,0.01,0.52
keyczar.csv,0.16,0.19,0.38,0.49,0.24,0.17,0.46,0.11,0.46,0.51,0.22,0.43,0.21,0.39,0.55,0.07,0.32,0.72,0.32,0.59
linux-ntfs.csv,0.53,0.59,0.56,0.36,0.28,0.17,0.33,0.08,0.47,0.42,0.13,0.56,0.24,0.54,0.59,0.4,0.48,0.25,0.42,0.03
multitude.csv,0.32,0.39,0.3,0.44,0.29,0.21,0.28,0.32,0.32,0.51,0.51,0.62,0.52,0.02,0.33,0.33,0.27,0.38,0.44,0.55
planeshift.csv,0.27,0.22,0.57,0.63,0.49,0.08,0.02,0.18,0.56,0.5,0.44,0.63,0.82,0.44,0.5,0.87,0.61,0.76,0.44,0.79
rsyslog.csv,0.51,0.58,0.59,0.59,0.51,0.08,0.8,0.29,0.53,0.57,0.73,0.67,0.68,0.46,0.37,0.47,0.64,0.79,0.7,0.66
salasaga.csv,0.62,0.8,0.76,0.45,0.68,0.58,0.78,0.87,0.62,0.72,0.77,0.78,0.61,0.71,0.0,0.67,0.77,0.19,0.77,0.48
wow-qrsk.csv,0.49,0.71,0.15,0.14,0.29,0.79,0.63,0.92,0.0,1.0,0.79,0.47,0.32,0.2,0.97,0.0,0.55,0.28,0.52,0.52
xmoto.csv,0.39,0.49,0.41,0.54,0.43,0.33,0.24,0.08,0.48,0.22,0.36,0.37,0.49,0.34,0.15,0.53,0.0,0.38,0.26,0.69
xuggle.csv,0.57,0.26,0.0,0.11,0.0,0.42,0.2,0.32,0.05,0.14,0.19,0.04,0.1,0.0,0.01,0.07,0.09,0.01,0.15,0.0
yield.csv,0.74,0.84,0.56,0.66,0.01,0.58,0.72,0.47,0.49,0.72,0.67,0.64,0.54,0.42,0.57,0.33,0.52,0.66,0.57,0.55
