,logicmail.csv,taverna.csv,javagroups.csv,jrefactory.csv,freenet.csv,nodal.csv,soar.csv,web-cat.csv
freenet.csv,0.81,0.41,0.51,0.72,0.75,0.43,0.46,0.53
javagroups.csv,0.77,0.22,0.62,0.65,0.75,0.43,0.31,0.53
jrefactory.csv,0.71,0.0,0.45,0.71,0.59,0.43,0.7,0.54
logicmail.csv,0.88,0.48,0.51,0.71,0.79,0.45,0.2,0.53
nodal.csv,0.75,0.19,0.57,0.52,0.64,0.55,0.17,0.53
soar.csv,0.75,0.4,0.61,0.74,0.77,0.42,0.68,0.48
taverna.csv,0.5,0.68,0.41,0.21,0.56,0.39,0.49,0.3
web-cat.csv,0.78,0.49,0.5,0.67,0.75,0.53,0.68,0.74
