,logicmail.csv,taverna.csv,javagroups.csv,jrefactory.csv,freenet.csv,nodal.csv,soar.csv,web-cat.csv
freenet.csv,0.7,0.28,0.34,0.61,0.77,0.28,0.65,0.38
javagroups.csv,0.62,0.26,0.54,0.59,0.73,0.27,0.5,0.39
jrefactory.csv,0.59,0.0,0.48,0.72,0.65,0.28,0.59,0.39
logicmail.csv,0.9,0.33,0.35,0.56,0.66,0.29,0.44,0.39
nodal.csv,0.62,0.19,0.46,0.61,0.74,0.47,0.6,0.39
soar.csv,0.62,0.3,0.49,0.6,0.67,0.27,0.76,0.34
taverna.csv,0.56,0.62,0.58,0.41,0.59,0.28,0.5,0.5
web-cat.csv,0.75,0.35,0.34,0.63,0.68,0.38,0.55,0.67
