,kwave.csv,atlc.csv,theresa.csv,thrust.csv,yaprm.csv,tktoolkit.csv,iaml.csv,cubefs.csv,rtrt-on-gpu.csv,bwapi.csv,xstore.csv,freewrl.csv,jrdf.csv,oscarmcmaster.csv,arm-webradio.csv
arm-webradio.csv,0.82,0.56,0.5,0.9,0.4,0.9,0.66,0.48,0.46,0.61,0.52,0.55,0.5,0.58,0.71
atlc.csv,0.51,0.5,0.39,0.46,0.36,0.62,0.44,0.46,0.52,0.52,0.48,0.38,0.37,0.41,0.59
bwapi.csv,0.41,0.41,0.39,0.43,0.29,0.37,0.41,0.39,0.44,0.55,0.48,0.32,0.38,0.36,0.63
cubefs.csv,0.49,0.48,0.42,0.76,0.42,0.63,0.44,0.48,0.59,0.82,0.6,0.35,0.62,0.41,0.64
freewrl.csv,0.43,0.53,0.56,0.74,0.44,0.43,0.53,0.73,0.64,0.62,0.7,0.44,0.48,0.53,0.66
iaml.csv,0.49,0.47,0.52,0.92,0.35,0.38,0.58,0.51,0.65,0.58,0.45,0.44,0.5,0.45,0.58
jrdf.csv,0.8,0.94,0.81,0.0,0.8,0.42,0.54,0.94,0.83,0.5,0.89,0.52,0.86,0.53,0.68
kwave.csv,0.88,0.43,0.81,0.89,0.91,0.41,0.6,0.94,0.8,0.94,0.93,0.77,0.6,0.57,0.93
oscarmcmaster.csv,0.5,0.62,0.86,0.0,0.86,0.89,0.96,0.47,0.0,0.96,0.8,0.89,0.75,0.98,0.76
rtrt-on-gpu.csv,0.61,0.5,0.8,0.65,0.46,0.67,0.71,0.88,0.89,0.81,0.58,0.72,0.55,0.55,0.48
theresa.csv,0.0,0.0,0.67,0.0,0.0,0.0,0.93,0.0,0.0,0.5,0.75,0.0,0.0,0.8,0.75
thrust.csv,0.95,0.93,0.86,0.87,0.83,0.69,0.98,0.92,0.83,0.93,0.94,0.9,0.83,0.98,0.97
tktoolkit.csv,0.43,0.86,0.44,0.39,0.34,0.95,0.45,0.43,0.43,0.53,0.47,0.33,0.47,0.51,0.71
xstore.csv,0.67,0.67,0.38,0.67,0.58,0.57,0.52,0.43,0.88,0.59,0.53,0.47,0.88,0.49,0.56
yaprm.csv,0.75,0.69,0.62,0.7,0.51,0.65,0.78,0.84,0.61,0.68,0.66,0.82,0.87,0.64,0.69
