,kwave.csv,atlc.csv,theresa.csv,thrust.csv,yaprm.csv,tktoolkit.csv,iaml.csv,cubefs.csv,rtrt-on-gpu.csv,bwapi.csv,xstore.csv,freewrl.csv,jrdf.csv,oscarmcmaster.csv,arm-webradio.csv
arm-webradio.csv,0.27,0.58,0.1,0.2,0.45,0.14,0.68,0.72,0.15,0.78,0.6,0.64,0.0,0.27,1.0
atlc.csv,0.32,1.0,0.06,0.31,0.52,0.13,0.58,0.66,0.24,0.77,0.55,0.56,0.21,0.23,0.26
bwapi.csv,0.16,0.6,0.08,0.25,0.51,0.14,0.57,0.71,0.18,0.99,0.58,0.62,0.29,0.23,0.26
cubefs.csv,0.25,0.61,0.08,0.24,0.44,0.09,0.55,0.99,0.16,0.62,0.62,0.53,0.5,0.2,0.29
freewrl.csv,0.22,0.75,0.0,0.3,0.44,0.14,0.68,0.8,0.12,0.76,0.57,1.0,0.19,0.26,0.15
iaml.csv,0.23,0.78,0.09,0.33,0.55,0.12,0.99,0.68,0.3,0.81,0.67,0.53,0.15,0.22,0.4
jrdf.csv,0.4,0.47,0.0,0.0,0.6,0.14,0.49,0.88,0.0,0.5,0.67,0.52,1.0,0.22,0.15
kwave.csv,0.94,0.57,0.0,0.44,0.45,0.13,0.49,0.83,0.13,0.67,0.53,0.54,0.45,0.27,0.12
oscarmcmaster.csv,0.5,0.56,0.14,0.0,0.14,0.11,0.73,0.62,0.0,0.88,0.4,0.67,0.25,1.0,0.69
rtrt-on-gpu.csv,0.11,0.81,0.2,0.24,0.54,0.13,0.63,0.73,1.0,0.87,0.68,0.5,0.27,0.2,0.4
theresa.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.33,0.0,0.0,1.0,1.0,0.0,0.0,0.4,1.0
thrust.csv,0.3,0.29,0.0,0.93,0.5,0.13,0.36,0.77,0.5,0.8,0.44,0.4,0.33,0.16,0.21
tktoolkit.csv,0.18,0.57,0.07,0.27,0.51,1.0,0.57,0.68,0.17,0.77,0.53,0.53,0.19,0.17,0.31
xstore.csv,0.33,0.6,0.12,0.22,0.42,0.13,0.55,0.71,0.38,0.78,1.0,0.71,0.25,0.26,0.61
yaprm.csv,0.0,0.5,0.14,0.36,1.0,0.16,0.7,0.55,0.21,0.79,0.54,0.41,0.4,0.24,0.42
