,kwave.csv,atlc.csv,theresa.csv,thrust.csv,yaprm.csv,tktoolkit.csv,iaml.csv,cubefs.csv,rtrt-on-gpu.csv,bwapi.csv,xstore.csv,freewrl.csv,jrdf.csv,oscarmcmaster.csv,arm-webradio.csv
arm-webradio.csv,0.29,0.62,0.54,0.17,0.87,0.27,0.32,0.5,0.85,0.61,0.46,0.33,0.03,0.42,0.0
atlc.csv,0.5,0.0,0.92,0.77,0.71,0.54,0.75,0.79,0.46,0.72,0.73,0.71,0.85,0.71,0.87
bwapi.csv,0.91,0.86,0.7,0.7,0.84,0.79,0.76,0.79,0.85,0.03,0.63,0.58,0.51,0.75,0.75
cubefs.csv,0.71,0.76,0.74,0.28,0.76,0.53,0.82,0.03,0.56,0.36,0.37,0.67,0.14,0.66,0.85
freewrl.csv,0.52,0.31,0.54,0.34,0.63,0.6,0.36,0.18,0.46,0.39,0.32,0.0,0.42,0.42,0.54
iaml.csv,0.54,0.28,0.42,0.17,0.61,0.78,0.01,0.5,0.29,0.61,0.34,0.62,0.58,0.67,0.28
jrdf.csv,0.05,0.31,0.32,0.0,0.05,0.69,0.3,0.06,0.12,0.03,0.07,0.42,0.0,0.4,0.69
kwave.csv,0.02,1.0,0.32,0.11,0.16,0.92,0.32,0.09,0.27,0.17,0.17,0.25,0.19,0.33,0.65
oscarmcmaster.csv,0.02,0.52,0.12,0.0,0.16,0.05,0.07,0.82,0.0,0.08,0.07,0.12,0.05,0.0,0.09
rtrt-on-gpu.csv,0.45,0.21,0.08,0.55,0.5,0.26,0.36,0.26,0.0,0.19,0.24,0.38,0.41,0.45,0.26
theresa.csv,0.0,0.0,0.0,0.0,0.0,0.01,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.02,0.0
thrust.csv,0.25,0.34,0.14,0.02,0.08,0.3,0.32,0.09,0.06,0.08,0.24,0.25,0.07,0.21,0.31
tktoolkit.csv,0.95,0.1,0.76,1.0,0.92,0.0,0.89,1.0,0.94,0.86,0.9,1.0,0.73,0.7,0.3
xstore.csv,0.21,0.41,0.46,0.3,0.37,0.61,0.37,0.56,0.1,0.22,0.0,0.21,0.1,0.45,0.14
yaprm.csv,0.5,0.45,0.36,0.45,0.0,0.37,0.23,0.41,0.54,0.64,0.39,0.42,0.15,0.4,0.38
