,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,vienna-add-in.csv,mptvseries.csv,sbml.csv,wow-qrsk.csv,mp-rechnungs-und-kundenverwaltung.csv,galaxium.csv,itext.csv,smartgwt.csv,fityk.csv,mecat.csv,kolmafia.csv,pixel-commandos.csv,quantlib.csv
fityk.csv,0.39,0.7,0.77,0.82,0.18,0.45,0.57,0.93,0.45,0.22,0.37,0.68,0.6,0.27,0.82,0.36,0.43,0.69,0.34,0.66
galaxium.csv,0.3,0.38,0.46,0.45,0.18,0.25,0.52,0.61,0.26,0.28,0.3,0.69,0.17,0.1,0.72,0.27,1.0,0.72,0.38,0.21
itext.csv,0.38,0.36,0.58,0.45,0.18,0.37,0.4,0.49,0.45,0.31,0.48,0.59,0.37,0.2,0.36,0.27,0.75,0.08,0.29,0.36
jahshakafx.csv,0.26,0.32,0.45,0.25,0.18,0.11,0.2,0.56,0.39,0.34,0.18,0.53,0.29,0.13,0.29,0.41,0.38,0.23,0.32,0.28
kolmafia.csv,0.64,0.75,0.94,0.92,0.64,0.83,0.88,0.93,0.77,0.78,0.86,0.95,0.71,0.33,1.0,0.91,1.0,0.26,0.75,0.87
mecat.csv,0.0,0.22,0.09,0.13,0.0,0.04,0.02,0.02,0.1,0.06,0.0,0.02,0.0,0.0,0.03,0.0,0.1,0.0,0.05,0.02
mp-rechnungs-und-kundenverwaltung.csv,0.25,0.23,0.29,0.31,0.09,0.16,0.2,0.27,0.16,0.25,0.07,0.34,0.07,0.07,0.12,0.09,0.47,0.08,0.19,0.08
mptvseries.csv,0.29,0.46,0.36,0.52,0.0,0.09,0.3,0.0,0.32,0.06,0.15,0.29,0.18,0.07,0.31,0.09,0.3,0.0,0.11,0.38
novembre.csv,0.14,0.28,0.17,0.16,0.0,0.2,0.2,0.15,0.0,0.47,0.19,0.31,0.07,0.17,0.01,0.18,0.5,0.21,0.13,0.27
ns-3.csv,0.51,0.36,0.56,0.43,0.45,0.48,0.9,0.44,0.58,0.72,0.77,0.45,0.54,0.7,0.09,0.55,0.63,0.56,0.89,0.38
nullc.csv,0.68,0.77,0.71,0.38,0.18,0.24,0.45,0.46,0.39,0.19,0.16,0.75,0.31,0.07,0.95,0.14,0.4,0.44,0.29,0.41
pixel-commandos.csv,0.01,0.54,0.24,0.49,0.0,0.07,0.08,0.17,0.13,0.16,0.08,0.27,0.1,0.03,0.25,0.14,0.43,0.0,0.05,0.02
plee-the-bear.csv,0.31,0.2,0.24,0.05,0.55,0.48,0.5,0.59,0.48,0.56,0.53,0.56,0.69,0.47,0.38,0.55,0.55,0.59,0.67,0.64
quantlib.csv,1.0,1.0,1.0,0.0,0.0,0.92,0.0,0.05,0.94,0.84,1.0,0.64,0.26,0.13,0.99,0.0,0.1,1.0,0.0,0.33
reaper-ecad.csv,0.03,0.05,0.02,0.25,0.0,0.0,0.0,0.12,0.03,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.08,0.0,0.0
sbml.csv,0.79,0.48,0.76,0.75,0.18,0.73,1.0,0.61,0.55,0.28,0.94,0.63,0.62,0.8,0.47,0.77,0.8,0.33,0.78,0.53
smartgwt.csv,0.33,0.41,0.51,0.07,0.27,0.4,0.48,0.59,0.61,0.34,0.3,0.47,0.52,0.4,0.25,0.45,0.33,0.56,0.52,0.57
unladen-swallow.csv,0.09,0.19,0.17,0.04,0.09,0.12,0.55,0.32,0.52,0.12,0.17,0.33,0.28,0.27,0.04,0.36,0.27,0.33,0.35,0.21
vienna-add-in.csv,0.74,0.66,0.54,0.46,0.55,0.47,0.3,0.37,0.32,0.72,0.38,0.68,0.49,0.23,0.88,0.32,0.53,0.59,0.47,0.58
wow-qrsk.csv,0.02,0.16,0.36,0.36,0.0,0.04,0.02,0.56,0.32,0.03,0.25,0.45,0.18,0.53,0.02,0.05,0.35,0.56,0.1,0.01
