,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,vienna-add-in.csv,mptvseries.csv,sbml.csv,wow-qrsk.csv,mp-rechnungs-und-kundenverwaltung.csv,galaxium.csv,itext.csv,smartgwt.csv,fityk.csv,mecat.csv,kolmafia.csv,pixel-commandos.csv,quantlib.csv
fityk.csv,0.38,0.53,0.46,0.54,0.47,0.45,0.36,0.45,0.5,0.44,0.54,0.38,0.45,0.5,0.78,0.38,0.48,0.36,0.47,0.36
galaxium.csv,0.35,0.38,0.46,0.46,0.42,0.43,0.34,0.48,0.67,0.36,0.45,0.35,0.5,0.48,0.67,0.39,0.33,0.34,0.38,0.67
itext.csv,0.33,0.42,0.45,0.4,0.7,0.67,0.48,0.43,0.4,0.37,0.41,0.34,0.45,0.36,0.36,0.52,0.33,0.54,0.62,0.53
jahshakafx.csv,0.34,0.42,0.4,0.43,0.42,0.58,0.5,0.4,0.41,0.32,0.56,0.36,0.52,0.53,0.41,0.39,0.4,0.44,0.39,0.56
kolmafia.csv,0.39,0.42,0.4,0.52,0.4,0.39,0.32,0.42,0.36,0.37,0.4,0.35,0.34,0.34,0.55,0.34,0.33,0.36,0.39,0.33
mecat.csv,0.5,0.54,0.94,0.65,0.75,0.91,0.75,0.67,0.62,0.62,0.97,0.75,0.0,0.67,0.98,0.83,0.89,0.67,0.86,0.5
mp-rechnungs-und-kundenverwaltung.csv,0.38,0.53,0.51,0.57,0.83,0.96,0.6,0.75,0.64,0.43,0.95,0.48,0.91,0.64,0.98,0.69,0.47,0.71,0.68,0.89
mptvseries.csv,0.43,0.45,0.52,0.67,0.5,0.73,0.58,0.5,0.44,0.55,0.63,0.53,0.59,0.86,0.42,0.67,0.48,0.75,0.85,0.52
novembre.csv,0.53,0.49,0.79,0.79,0.7,0.64,0.56,0.92,0.0,0.38,0.63,0.54,0.86,0.8,0.8,0.61,0.47,0.58,0.73,0.73
ns-3.csv,0.5,0.43,0.61,0.55,0.59,0.46,0.34,0.5,0.58,0.54,0.42,0.4,0.36,0.4,0.52,0.56,0.34,0.32,0.48,0.6
nullc.csv,0.49,0.55,0.41,0.48,0.48,0.54,0.43,0.59,0.46,0.51,0.65,0.43,0.57,0.75,0.63,0.5,0.56,0.49,0.62,0.52
pixel-commandos.csv,0.83,0.66,0.99,0.7,0.8,0.96,0.83,0.93,0.71,0.64,0.99,0.89,0.93,0.0,0.99,0.9,0.63,0.0,0.89,0.5
plee-the-bear.csv,0.36,0.57,0.51,0.9,0.47,0.42,0.36,0.32,0.48,0.42,0.42,0.36,0.33,0.5,0.29,0.36,0.35,0.4,0.41,0.37
quantlib.csv,0.48,0.48,0.4,0.0,0.0,0.44,0.0,0.89,0.37,0.42,0.41,0.58,0.96,0.9,0.58,0.0,0.83,0.35,0.0,0.6
reaper-ecad.csv,0.96,0.99,0.88,0.55,0.75,0.75,0.0,0.83,0.5,0.5,0.97,0.0,0.75,0.0,0.0,0.0,0.0,0.89,0.0,0.0
sbml.csv,0.53,0.41,0.43,0.5,0.45,0.4,0.35,0.38,0.42,0.38,0.41,0.38,0.41,0.42,0.44,0.35,0.32,0.42,0.4,0.46
smartgwt.csv,0.38,0.46,0.47,0.93,0.5,0.42,0.37,0.47,0.38,0.4,0.56,0.63,0.58,0.89,0.36,0.34,0.7,0.46,0.41,0.43
unladen-swallow.csv,0.93,0.59,0.7,0.88,0.67,0.54,0.38,0.55,0.52,0.94,0.72,0.42,0.5,0.38,0.95,0.52,0.62,0.44,0.5,0.65
vienna-add-in.csv,0.56,0.67,0.69,0.89,0.57,0.86,0.92,0.61,0.73,0.68,0.87,0.48,0.46,0.93,0.6,0.94,0.53,0.63,0.81,0.57
wow-qrsk.csv,0.9,0.79,0.55,0.52,0.83,0.95,0.0,0.38,0.5,0.67,0.59,0.39,0.72,0.56,0.94,0.83,0.48,0.37,0.89,0.0
