,sqlpower-library.csv,jlinalg.csv,array4j.csv,optalgtoolkit.csv,capcode.csv,freenet.csv,intact.csv,pustefix.csv,nassp.csv,fm-classic.csv,haphazard.csv,anaxagora.csv,ipfire-wall.csv,tart.csv,super-tux.csv,soar.csv,hannosset.csv,bzbyte.csv,ondex.csv,web-cat.csv
anaxagora.csv,0.69,0.82,0.92,0.83,0.52,0.62,0.69,0.66,0.45,0.86,0.61,0.95,0.54,0.62,0.87,0.5,0.5,0.65,0.45,0.5
array4j.csv,0.75,0.75,0.93,0.83,0.8,0.74,0.59,0.76,0.83,0.86,0.52,0.6,0.67,0.93,0.83,0.8,0.89,0.8,0.59,0.77
bzbyte.csv,0.46,0.41,0.41,0.3,0.41,0.43,0.62,0.55,0.44,0.34,0.38,0.48,0.43,0.34,0.46,0.88,0.43,0.39,0.6,0.29
capcode.csv,0.69,0.75,0.86,0.0,0.92,0.98,0.71,0.86,0.77,0.93,0.8,0.9,0.8,0.92,0.93,0.93,0.83,0.9,0.94,0.9
fm-classic.csv,0.0,0.5,0.67,0.67,0.5,0.8,0.86,0.0,0.0,0.75,0.5,0.88,0.86,0.0,0.0,0.83,0.0,0.8,0.93,0.0
freenet.csv,0.47,0.39,0.75,0.43,0.4,0.43,0.45,0.44,0.37,0.44,0.35,0.45,0.42,0.38,0.49,0.67,0.46,0.43,0.32,0.44
hannosset.csv,0.67,0.83,0.91,0.9,0.8,0.67,0.88,0.67,0.0,0.86,0.8,0.93,0.0,0.8,0.0,0.0,0.83,0.0,0.92,0.88
haphazard.csv,0.92,0.75,0.88,0.5,0.89,0.84,0.95,0.85,0.71,0.0,0.91,0.75,0.88,0.9,0.5,0.91,0.8,0.92,0.96,0.89
intact.csv,0.48,0.7,0.55,0.69,0.5,0.48,0.75,0.68,0.86,0.93,0.44,0.51,0.86,0.92,0.9,0.37,0.95,0.48,0.38,0.61
ipfire-wall.csv,0.62,0.63,0.9,0.35,0.41,0.7,0.95,0.95,0.89,0.33,0.45,0.83,0.56,0.87,0.62,0.39,0.74,0.76,0.7,0.55
jlinalg.csv,0.43,0.5,0.39,0.33,0.39,0.43,0.41,0.46,0.53,0.51,0.43,0.46,0.4,0.36,0.47,0.46,0.37,0.44,0.31,0.42
nassp.csv,0.48,0.44,0.91,0.45,0.54,0.53,0.53,0.9,0.69,0.42,0.5,0.86,0.75,0.79,0.89,0.83,0.52,0.52,0.96,0.39
ondex.csv,0.78,0.89,0.81,0.91,0.81,0.62,0.67,0.57,0.0,0.89,0.92,0.73,0.71,0.86,0.92,0.36,0.67,0.74,0.97,0.77
optalgtoolkit.csv,0.61,0.88,0.71,0.58,0.66,0.44,0.53,0.48,0.41,0.5,0.74,0.8,0.45,0.44,0.67,0.54,0.4,0.53,0.49,0.44
pustefix.csv,0.5,0.67,0.71,0.55,0.63,0.89,0.95,0.81,0.8,0.66,0.62,0.75,0.5,0.89,0.92,0.44,0.83,0.45,0.79,0.92
soar.csv,0.42,0.87,0.49,0.35,0.55,0.5,0.46,0.48,0.47,0.38,0.59,0.56,0.41,0.39,0.51,0.53,0.43,0.42,0.4,0.39
sqlpower-library.csv,0.43,0.52,0.51,0.9,0.39,0.39,0.47,0.45,0.38,0.43,0.43,0.46,0.39,0.41,0.46,0.79,0.39,0.38,0.37,0.82
super-tux.csv,0.37,0.45,0.4,0.28,0.37,0.36,0.4,0.38,0.36,0.3,0.33,0.43,0.36,0.35,0.44,0.88,0.37,0.58,0.31,0.33
tart.csv,0.67,0.75,0.88,0.0,0.88,0.94,0.83,0.67,0.0,0.8,0.67,0.0,0.5,0.8,0.83,0.85,0.83,0.94,0.9,0.5
web-cat.csv,0.88,0.96,0.81,0.75,0.95,0.8,0.89,0.74,0.54,0.92,0.94,0.96,0.64,0.57,0.64,0.38,0.75,0.81,0.75,0.61
