,sqlpower-library.csv,jlinalg.csv,array4j.csv,optalgtoolkit.csv,capcode.csv,freenet.csv,intact.csv,pustefix.csv,nassp.csv,fm-classic.csv,haphazard.csv,anaxagora.csv,ipfire-wall.csv,tart.csv,super-tux.csv,soar.csv,hannosset.csv,bzbyte.csv,ondex.csv,web-cat.csv
anaxagora.csv,0.41,0.2,0.0,0.05,0.67,0.38,0.4,0.43,0.67,0.33,0.15,0.86,0.39,0.8,0.29,0.68,0.17,0.4,0.55,0.42
array4j.csv,0.33,0.24,0.94,0.05,0.25,0.31,0.43,0.22,0.08,0.0,0.31,0.19,0.0,0.0,0.06,0.1,0.17,0.05,0.3,0.16
bzbyte.csv,0.41,0.72,0.75,0.89,0.67,0.69,0.33,0.52,0.58,1.0,0.85,0.81,0.67,0.8,0.68,0.13,0.67,1.0,0.3,0.84
capcode.csv,0.28,0.08,0.12,0.05,1.0,0.2,0.3,0.04,0.33,1.0,0.0,0.24,0.33,0.0,0.37,0.32,0.0,0.16,0.27,0.11
fm-classic.csv,0.0,0.04,0.06,0.05,0.0,0.03,0.07,0.0,0.0,1.0,0.15,0.0,0.22,0.0,0.0,0.13,0.0,0.07,0.09,0.0
freenet.csv,0.67,0.58,0.19,0.53,0.5,0.98,0.53,0.61,0.92,1.0,0.69,0.62,0.78,1.0,0.82,0.1,0.67,0.47,0.79,0.42
hannosset.csv,0.02,0.12,0.19,0.05,0.08,0.02,0.1,0.04,0.0,0.0,0.15,0.14,0.0,0.0,0.0,0.0,0.83,0.02,0.06,0.11
haphazard.csv,0.24,0.08,0.12,0.05,0.08,0.25,0.13,0.17,0.33,0.0,0.85,0.0,0.0,0.2,0.02,0.26,0.0,0.14,0.12,0.42
intact.csv,0.43,0.52,0.44,0.26,0.42,0.58,0.93,0.26,0.25,0.33,0.38,0.71,0.22,0.2,0.21,0.94,0.5,0.58,0.76,0.32
ipfire-wall.csv,0.43,0.76,0.19,0.47,0.42,0.32,0.23,0.17,0.17,1.0,0.62,0.43,1.0,0.4,0.51,0.45,0.17,0.23,0.36,0.47
jlinalg.csv,0.74,1.0,0.88,0.74,0.92,0.75,0.7,0.78,0.58,1.0,0.77,0.76,0.83,0.6,0.9,0.71,1.0,0.7,1.0,0.63
nassp.csv,0.37,0.3,0.12,0.26,0.42,0.39,0.33,0.22,0.92,0.67,0.31,0.33,0.11,0.2,0.08,0.13,0.17,0.39,0.15,0.53
ondex.csv,0.33,0.32,0.38,0.37,0.25,0.44,0.6,0.48,0.0,0.0,0.08,0.48,0.33,0.0,0.12,0.74,0.17,0.35,0.91,0.58
optalgtoolkit.csv,0.46,0.16,0.31,0.95,0.33,0.61,0.5,0.61,0.67,0.33,0.31,0.29,0.5,0.8,0.36,0.52,0.67,0.46,0.45,0.74
pustefix.csv,0.04,0.7,0.44,0.37,0.33,0.24,0.2,0.91,0.0,0.67,0.46,0.33,0.0,0.0,0.13,0.81,0.0,0.68,0.45,0.21
soar.csv,0.8,0.38,0.75,0.47,0.5,0.6,0.67,0.74,0.67,0.33,0.54,0.38,0.61,0.8,0.82,0.97,0.67,0.81,0.67,0.63
sqlpower-library.csv,1.0,0.38,0.44,0.32,0.92,0.81,0.77,0.78,0.92,0.67,0.69,0.9,0.83,0.8,0.89,0.55,0.83,0.61,0.82,0.05
super-tux.csv,0.89,0.56,0.94,1.0,0.75,0.9,0.73,1.0,1.0,1.0,0.92,0.86,1.0,1.0,0.99,0.16,1.0,0.49,1.0,0.79
tart.csv,0.04,0.04,0.0,0.0,0.08,0.05,0.1,0.04,0.0,0.0,0.08,0.0,0.06,1.0,0.06,0.26,0.0,0.18,0.03,0.11
web-cat.csv,0.26,0.24,0.25,0.16,0.25,0.27,0.3,0.22,0.75,0.0,0.54,0.33,0.28,0.8,0.33,0.9,0.17,0.23,0.45,0.95
