,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,bionote.csv,rebecca-aiml.csv,arm-webradio.csv
arm-webradio.csv,0.18,0.25,0.2,0.6,0.63,0.5,0.35,0.59,0.04,0.55,0.42,0.53,0.16
aubit4gl.csv,0.03,0.34,0.14,0.06,0.25,0.18,0.4,0.32,0.04,0.18,0.1,0.54,0.0
bionote.csv,0.27,0.16,0.33,0.17,0.31,0.09,0.44,0.26,0.32,0.37,0.23,0.33,0.21
liferea.csv,0.59,0.54,0.53,0.31,0.51,0.25,0.56,0.25,0.32,0.42,0.08,0.13,0.56
opensim4opencog.csv,0.25,0.25,0.63,0.31,0.33,0.18,0.38,0.25,0.15,0.5,0.19,0.11,0.2
pclasses.csv,0.34,0.2,0.1,0.42,0.03,0.09,0.02,0.42,0.04,0.16,0.19,0.66,0.11
plearn.csv,0.38,0.34,0.73,0.19,0.49,0.14,0.04,0.28,0.77,0.66,0.15,0.83,1.0
psrchive.csv,0.34,0.23,0.12,0.15,0.17,0.64,0.67,0.53,0.09,0.53,0.27,0.45,0.0
re2c.csv,0.25,0.16,0.02,0.52,0.53,0.34,0.27,0.58,0.0,0.39,0.65,0.48,0.14
rebecca-aiml.csv,0.38,0.11,0.49,0.4,0.67,0.75,0.69,0.63,0.04,0.61,0.73,0.15,0.16
thrust.csv,0.05,0.04,0.35,0.04,0.17,0.18,0.08,0.44,0.17,0.26,0.58,0.79,0.02
tzod.csv,0.22,0.2,0.1,0.27,0.4,0.3,0.21,0.12,0.06,0.32,0.02,0.19,0.36
yaprm.csv,0.4,0.32,0.51,0.12,0.25,0.07,0.54,0.19,0.21,0.32,0.52,0.12,0.24
