,sauerbraten.csv,brlcad.csv,linuxsh.csv,konversation.csv,gnupdate.csv,ogre.csv,bdbbasic.csv,qse.csv,turbotrader-bos.csv,projecteqemu.csv,modplug.csv,openfrag.csv,xapian.csv,google-gears.csv,linux-ntfs.csv,sandiaportals.csv,nativeclient.csv,genoviz.csv
bdbbasic.csv,0.59,0.42,0.5,0.72,0.72,0.0,0.96,0.66,0.75,0.69,0.57,0.48,0.49,0.54,0.63,0.51,0.51,0.64
brlcad.csv,0.21,0.79,0.59,0.29,0.34,0.71,0.44,0.39,0.44,0.61,0.34,0.38,0.53,0.51,0.57,0.48,0.27,0.43
genoviz.csv,0.36,0.11,0.11,0.0,0.12,0.16,0.06,0.27,0.4,0.55,0.36,0.14,0.27,0.09,0.18,0.0,0.42,1.0
gnupdate.csv,0.62,0.59,0.11,0.63,0.92,0.63,0.65,0.65,0.66,0.47,0.3,0.37,0.51,0.51,0.64,0.52,0.33,0.76
google-gears.csv,0.64,0.7,0.44,0.61,0.61,0.0,0.69,0.61,0.69,0.66,0.49,0.55,0.53,1.0,0.57,0.67,0.27,0.72
konversation.csv,0.42,0.3,0.31,0.86,0.48,0.47,0.3,0.55,0.39,0.41,0.43,0.46,0.35,0.32,0.27,0.42,0.48,0.44
linux-ntfs.csv,0.42,0.36,0.21,0.2,0.45,0.0,0.39,0.41,0.57,0.57,0.49,0.33,0.47,0.35,0.96,0.18,0.38,0.75
linuxsh.csv,0.32,0.32,0.93,0.2,0.18,0.64,0.38,0.23,0.45,0.34,0.26,0.37,0.46,0.44,0.42,0.2,0.31,0.0
modplug.csv,0.3,0.53,0.66,0.55,0.63,0.0,0.78,0.77,0.63,0.69,0.98,0.73,0.6,0.66,0.33,0.76,0.64,0.52
nativeclient.csv,0.54,0.55,0.44,0.79,0.57,0.17,0.56,0.78,0.53,0.66,0.55,0.54,0.51,0.38,0.66,0.36,0.99,0.69
ogre.csv,0.17,0.0,0.0,0.3,0.0,1.0,0.0,0.17,0.21,0.17,0.3,0.0,0.0,0.21,0.13,0.0,0.09,0.38
openfrag.csv,0.48,0.48,0.66,0.66,0.4,0.0,0.44,0.62,0.68,0.72,0.57,0.96,0.56,0.61,0.27,0.74,0.43,0.35
projecteqemu.csv,0.65,0.34,0.11,0.2,0.4,0.11,0.52,0.65,0.56,0.95,0.38,0.35,0.27,0.25,0.49,0.18,0.2,0.71
qse.csv,0.64,0.67,0.67,0.77,0.79,0.27,0.69,1.0,0.75,0.67,0.51,0.49,0.5,0.46,0.6,0.52,0.31,0.82
sandiaportals.csv,0.17,0.32,0.64,0.59,0.7,0.0,0.71,0.62,0.64,0.56,0.56,0.81,0.69,0.66,0.47,0.97,0.64,0.09
sauerbraten.csv,0.93,0.49,0.27,0.55,0.38,0.25,0.49,0.67,0.52,0.29,0.21,0.4,0.27,0.25,0.48,0.37,0.21,0.43
turbotrader-bos.csv,0.73,0.1,0.5,0.62,0.45,0.34,0.56,0.81,0.95,0.52,0.46,0.27,0.39,0.17,0.56,0.34,0.37,0.92
xapian.csv,0.63,0.19,0.39,0.68,0.71,0.34,0.66,0.66,0.67,0.6,0.52,0.39,0.93,0.46,0.59,0.49,0.26,0.77
