,f1,g,recall,precision,pf,wins
algebsql.csv,0.35,0.375,0.375,0.355,0.395,7
cuberok.csv,0.395,0.435,0.405,0.46499999999999997,0.325,15
emisview.csv,0.15500000000000003,0.18,0.15000000000000002,0.3,0.14,2
jas.csv,0.41000000000000003,0.485,0.45999999999999996,0.35,0.345,13
jatlas.csv,0.32999999999999996,0.365,0.38,0.39,0.245,10
javaprofiler.csv,0.45,0.505,0.585,0.39,0.56,14
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0
jgossipforum.csv,0.33,0.28,0.245,0.44499999999999995,0.21500000000000002,8
jrefactory.csv,0.325,0.315,0.52,0.345,0.605,3
kdenlive.csv,0.47,0.565,0.74,0.385,0.66,18
m-m-m.csv,0.46499999999999997,0.445,0.815,0.345,0.77,12
octet.csv,0.39,0.415,0.51,0.325,0.45999999999999996,9
opendvr.csv,0.45999999999999996,0.535,0.63,0.44,0.485,19
opennms.csv,0.21500000000000002,0.275,0.23500000000000001,0.38,0.19,5
poormans.csv,0.26,0.265,0.225,0.365,0.135,6
power-architect.csv,0.49,0.495,0.795,0.39,0.67,17
rohxel.csv,0.275,0.27,0.23,0.375,0.24,4
synecdoche.csv,0.405,0.485,0.565,0.33999999999999997,0.51,11
thedata.csv,0.46499999999999997,0.53,0.665,0.375,0.615,16
x-ray-mule.csv,0.15000000000000002,0.24,0.20500000000000002,0.245,0.22,1
