,kdenlive.csv,jatlas.csv,m-m-m.csv,x-ray-mule.csv,jrefactory.csv,algebsql.csv,emisview.csv,opennms.csv,rohxel.csv,cuberok.csv,jgossipforum.csv,octet.csv,power-architect.csv,jchassis.csv,jas.csv,poormans.csv,opendvr.csv,synecdoche.csv,javaprofiler.csv,thedata.csv
algebsql.csv,0.93,1.02,0.83,0.55,0.88,0.17,0.87,0.78,0.94,0.75,0.83,0.86,0.81,0.52,0.88,0.74,0.77,0.79,0.91,0.79
cuberok.csv,0.81,0.44,0.82,0.63,0.81,0.74,0.5,0.69,0.74,0.44,0.61,0.63,0.85,1.01,0.53,0.54,0.96,0.66,0.79,0.63
emisview.csv,0.97,0.43,0.94,1.0,0.88,0.84,0.4,0.65,0.67,1.0,0.81,0.87,0.71,1.0,0.28,0.47,1.0,1.0,0.91,1.01
jas.csv,0.6,0.82,0.71,0.6,0.85,0.78,0.65,0.6,0.81,0.67,0.5,0.63,0.64,0.29,0.14,0.74,0.73,0.85,0.61,1.01
jatlas.csv,0.83,0.16,0.86,0.98,0.71,0.6,0.8,0.81,0.97,0.71,0.81,0.62,0.97,1.0,0.43,0.46,0.86,0.7,0.95,0.58
javaprofiler.csv,0.72,0.66,0.74,1.0,0.66,0.88,0.66,0.74,0.7,0.64,0.8,0.79,0.71,0.42,0.77,0.45,0.7,0.79,0.29,0.82
jchassis.csv,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0,0.98,0.09,1.0,1.0,1.0,1.0,1.0,1.0
jgossipforum.csv,0.68,0.81,0.86,0.79,0.85,0.92,0.59,0.66,0.71,0.71,0.08,0.86,0.97,1.05,1.0,0.6,0.86,0.74,0.79,0.52
jrefactory.csv,0.56,1.08,0.56,0.97,0.44,0.81,0.96,0.95,0.74,0.77,0.95,1.02,0.85,0.88,1.11,0.89,0.66,0.69,0.96,0.98
kdenlive.csv,0.38,0.44,0.65,1.03,0.84,0.62,0.7,0.67,0.79,0.63,0.8,0.65,0.78,0.74,0.92,0.42,0.77,0.87,0.69,0.84
m-m-m.csv,0.49,0.92,0.34,0.75,0.79,1.0,0.83,0.88,0.82,0.78,0.96,1.01,0.54,0.86,1.0,0.7,0.72,0.86,0.92,0.95
octet.csv,0.78,0.76,0.75,0.97,0.93,0.6,0.91,0.87,0.77,0.9,0.86,0.35,1.0,1.04,0.49,0.82,0.91,0.65,0.79,0.82
opendvr.csv,0.8,0.37,1.03,0.98,0.92,0.58,0.94,0.75,0.74,0.72,0.53,0.44,1.0,1.01,0.5,0.49,0.46,0.69,0.73,0.82
opennms.csv,0.67,0.62,0.92,0.81,0.93,0.94,0.74,0.42,0.72,0.78,0.46,0.86,0.73,1.0,0.51,0.86,0.75,0.98,0.87,1.01
poormans.csv,0.85,0.41,0.89,1.0,0.75,0.99,0.62,0.73,0.95,0.77,0.8,0.72,0.89,1.0,0.43,0.32,1.0,0.88,0.93,0.78
power-architect.csv,1.0,0.71,0.79,1.0,0.81,0.75,0.59,0.74,0.76,0.94,0.9,0.68,0.25,0.64,0.66,0.76,1.0,0.93,0.76,0.91
rohxel.csv,0.48,1.01,0.94,0.59,0.74,1.04,0.72,0.87,0.48,0.76,1.0,0.73,0.92,1.0,0.88,0.49,0.68,0.76,0.82,1.02
synecdoche.csv,0.83,0.56,0.79,1.1,0.74,0.67,0.71,0.66,0.69,1.0,0.87,0.88,0.58,1.04,0.91,0.64,0.8,0.44,0.85,0.82
thedata.csv,0.53,0.52,0.96,0.84,0.67,0.84,0.89,0.71,0.88,0.8,0.65,0.89,0.9,1.09,0.57,0.66,0.71,0.74,0.68,0.06
x-ray-mule.csv,0.84,0.69,0.88,0.33,0.93,1.03,0.84,0.64,0.74,1.01,0.63,0.97,0.79,1.01,0.8,0.81,1.0,0.94,0.61,1.0
