,kdenlive.csv,jatlas.csv,m-m-m.csv,x-ray-mule.csv,jrefactory.csv,algebsql.csv,emisview.csv,opennms.csv,rohxel.csv,cuberok.csv,jgossipforum.csv,octet.csv,power-architect.csv,jchassis.csv,jas.csv,poormans.csv,opendvr.csv,synecdoche.csv,javaprofiler.csv,thedata.csv
algebsql.csv,0.81,0.91,0.94,0.95,0.81,0.74,0.38,0.45,0.8,0.6,0.98,0.0,0.42,0.9,0.93,0.54,0.61,0.9,0.71,0.94
cuberok.csv,0.5,0.54,0.6,0.88,0.59,0.55,0.43,0.66,0.48,0.57,0.95,0.5,0.64,0.88,0.51,0.53,0.45,0.75,0.77,0.46
emisview.csv,0.5,0.69,0.83,0.0,0.83,0.69,0.53,0.55,0.5,0.0,0.95,0.86,0.61,0.75,0.81,0.54,0.0,0.5,0.86,0.89
jas.csv,0.42,0.57,0.72,0.5,0.9,0.46,0.67,0.6,0.42,0.5,0.52,0.82,0.74,0.95,0.79,0.56,0.44,0.5,0.61,0.89
jatlas.csv,0.9,0.6,0.5,0.75,0.62,0.59,0.38,0.45,0.0,0.77,0.94,0.67,0.39,0.5,0.51,0.55,0.75,0.93,0.83,0.6
javaprofiler.csv,0.42,0.49,0.68,0.46,0.62,0.48,0.68,0.53,0.43,0.5,0.94,0.48,0.47,0.87,0.49,0.54,0.51,0.41,0.56,0.43
jchassis.csv,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0
jgossipforum.csv,0.45,0.89,0.38,0.5,0.75,0.88,0.68,0.76,0.53,0.42,0.96,0.8,0.6,0.45,0.75,0.77,0.5,0.35,0.83,0.9
jrefactory.csv,0.4,0.54,0.8,0.33,0.54,0.48,0.67,0.76,0.4,0.39,0.72,0.45,0.91,0.57,0.47,0.79,0.47,0.39,0.43,0.37
kdenlive.csv,0.38,0.5,0.51,0.36,0.38,0.51,0.34,0.37,0.88,0.44,0.4,0.45,0.32,0.47,0.41,0.42,0.46,0.37,0.41,0.36
m-m-m.csv,0.38,0.42,0.7,0.47,0.39,0.41,0.7,0.61,0.38,0.4,0.7,0.46,0.54,0.58,0.46,0.6,0.45,0.39,0.42,0.37
octet.csv,0.86,0.55,0.62,0.86,0.68,0.54,0.31,0.37,0.55,0.46,0.42,0.8,0.34,0.55,0.47,0.44,0.8,0.59,0.68,0.55
opendvr.csv,0.54,0.46,0.42,0.42,0.43,0.57,0.3,0.36,0.6,0.42,0.5,0.75,0.33,0.55,0.49,0.38,0.66,0.5,0.65,0.5
opennms.csv,0.62,0.47,0.71,0.78,0.89,0.8,0.75,0.63,0.39,0.62,0.66,0.67,0.64,0.5,0.94,0.94,0.56,0.89,0.92,0.88
poormans.csv,0.93,0.89,0.55,0.5,0.76,0.54,0.33,0.5,0.5,0.87,0.93,0.8,0.52,0.5,0.6,0.49,0.0,0.91,0.8,0.6
power-architect.csv,0.42,0.43,0.56,0.44,0.46,0.44,0.56,0.46,0.38,0.38,0.6,0.48,0.44,0.59,0.39,0.49,0.44,0.4,0.53,0.39
rohxel.csv,0.37,0.88,0.67,0.68,0.84,0.7,0.43,0.67,0.42,0.57,0.0,0.78,0.91,0.5,0.5,0.51,0.52,0.42,0.82,0.91
synecdoche.csv,0.69,0.52,0.56,0.38,0.4,0.53,0.33,0.4,0.55,0.37,0.68,0.54,0.36,0.55,0.5,0.51,0.58,0.61,0.69,0.35
thedata.csv,0.38,0.59,0.65,0.37,0.6,0.48,0.5,0.47,0.49,0.43,0.55,0.52,0.37,0.62,0.71,0.51,0.44,0.34,0.51,0.88
x-ray-mule.csv,0.87,0.87,0.93,0.62,0.92,0.89,0.92,0.8,0.71,0.75,0.62,0.83,0.93,0.88,0.89,0.97,0.67,0.88,0.82,0.5
