,flylinkdc.csv,nuttx.csv,dvt.csv,utgb.csv,fw4spl.csv,proftp.csv,grisbi.csv,tcvp.csv,tart.csv,panda3d.csv,qmmp.csv,mesa3d.csv,skia.csv
dvt.csv,0.81,0.01,0.67,0.09,0.02,0.5,0.82,0.78,0.8,0.27,0.62,0.62,0.61
flylinkdc.csv,0.7,0.81,0.88,0.8,0.52,0.9,0.67,0.22,0.6,0.67,0.48,0.86,0.65
fw4spl.csv,0.62,0.29,0.36,0.69,0.58,0.43,0.62,0.67,0.6,0.44,0.13,0.57,0.61
grisbi.csv,0.89,1.0,0.74,0.86,0.96,0.93,0.88,1.0,1.0,0.77,0.84,0.78,0.96
mesa3d.csv,0.22,0.15,0.38,0.23,0.75,0.8,0.33,1.0,0.8,0.44,0.52,0.51,0.57
nuttx.csv,0.62,0.73,0.33,0.51,0.38,0.77,0.24,0.78,0.8,0.48,0.38,0.19,0.61
panda3d.csv,0.16,0.96,0.57,0.54,0.5,0.53,0.56,0.78,0.6,0.48,0.44,0.68,0.48
proftp.csv,0.14,0.01,0.17,0.57,0.1,0.8,0.36,0.0,0.2,0.35,0.03,0.0,0.43
qmmp.csv,0.68,0.61,0.57,0.43,1.0,0.53,0.73,0.78,0.6,0.38,0.65,0.65,0.43
skia.csv,0.51,0.23,0.48,0.54,0.5,0.87,0.77,0.11,0.4,0.42,0.71,0.43,0.61
tart.csv,0.54,0.07,0.38,0.8,0.73,1.0,0.95,1.0,0.8,0.29,0.56,0.03,0.57
tcvp.csv,0.03,0.01,0.02,0.03,0.06,0.0,0.02,0.78,0.0,0.0,0.0,0.0,0.04
utgb.csv,0.24,0.24,0.26,0.69,0.67,0.37,0.21,0.56,0.6,0.35,0.22,0.38,0.48
