,flylinkdc.csv,nuttx.csv,dvt.csv,utgb.csv,fw4spl.csv,proftp.csv,grisbi.csv,tcvp.csv,tart.csv,panda3d.csv,qmmp.csv,mesa3d.csv,skia.csv
dvt.csv,0.67,0.99,0.42,0.91,0.98,0.7,0.95,0.62,0.59,0.84,0.52,0.71,0.72
flylinkdc.csv,0.37,0.84,0.91,0.86,0.79,0.76,0.34,0.84,0.63,0.6,0.64,0.87,0.63
fw4spl.csv,0.67,0.79,0.74,0.58,0.49,0.76,0.47,0.73,0.52,0.66,0.88,0.72,0.74
grisbi.csv,0.85,1.0,0.84,0.85,0.97,0.73,0.19,0.82,0.8,0.75,0.9,0.57,0.76
mesa3d.csv,0.8,0.87,0.69,0.8,0.72,0.63,0.68,0.85,0.53,0.68,0.66,0.57,0.66
nuttx.csv,0.52,0.58,0.69,0.6,0.67,0.52,0.76,0.51,0.54,0.59,0.73,0.82,0.69
panda3d.csv,0.86,1.0,0.7,0.67,0.64,0.69,0.44,0.34,0.63,0.59,0.61,0.84,0.69
proftp.csv,0.87,0.99,0.84,0.58,0.9,0.34,0.64,1.0,0.8,0.67,0.97,1.0,0.6
qmmp.csv,0.6,0.75,0.63,0.81,0.89,0.58,0.45,0.95,0.77,0.74,0.4,0.83,0.8
skia.csv,0.6,0.84,0.61,0.62,0.6,0.56,0.37,0.89,0.69,0.66,0.68,0.61,0.46
tart.csv,0.67,0.95,0.82,0.71,0.73,0.84,0.5,0.95,0.3,0.74,0.62,0.97,0.66
tcvp.csv,0.98,0.99,0.98,0.97,0.94,1.0,0.98,0.33,1.01,1.0,1.0,1.0,0.99
utgb.csv,0.77,0.8,0.75,0.43,0.54,0.71,0.79,0.56,0.5,0.67,0.78,0.67,0.62
