,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv
ikvm.csv,0.73,0.05,0.85,0.88,0.78,0.74,0.8
libtorrent.csv,0.83,0.88,0.74,0.45,0.78,0.01,0.82
mcmc-jags.csv,0.64,0.82,0.61,0.02,0.54,0.63,0.46
olap-navigator.csv,0.0,0.75,0.75,0.28,0.47,0.53,0.73
pidgin.csv,0.69,0.6,0.61,0.69,0.02,0.61,0.56
sepgsql.csv,0.77,1.0,0.04,0.87,0.96,0.97,1.0
xstore.csv,0.62,0.8,0.65,0.66,0.64,0.51,0.02
