,mpqc.csv,haggle.csv,jgnash.csv,java-gnome.csv,panda3d.csv,jrdf.csv,geotools.csv,gephex.csv,tencompetence.csv,codesmith.csv
codesmith.csv,0.0,0.68,0.25,0.76,0.0,0.24,0.47,0.61,0.46,0.89
geotools.csv,0.0,0.64,0.21,0.8,0.3,0.24,0.55,0.63,0.58,0.67
gephex.csv,0.17,0.64,0.21,0.8,0.31,0.31,0.37,0.77,0.6,0.66
haggle.csv,0.16,0.72,0.22,0.0,0.31,0.29,0.3,0.59,0.55,0.75
java-gnome.csv,0.0,0.75,0.31,0.89,0.0,0.21,0.0,0.64,0.0,0.69
jgnash.csv,0.0,0.59,0.64,1.0,0.0,0.21,0.0,0.64,0.0,0.7
jrdf.csv,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0
mpqc.csv,0.0,0.58,0.0,0.73,0.38,0.0,0.0,0.69,0.7,0.57
panda3d.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tencompetence.csv,0.23,0.59,0.15,0.83,0.3,0.19,0.22,0.65,0.85,0.56
