,mpqc.csv,haggle.csv,jgnash.csv,java-gnome.csv,panda3d.csv,jrdf.csv,geotools.csv,gephex.csv,tencompetence.csv,codesmith.csv
codesmith.csv,127.0,0.0,18.0,0.0,154.0,13.0,7.0,0.0,0.0,0.0
geotools.csv,127.0,0.0,19.0,0.0,3.0,16.0,0.0,0.0,1.0,1.0
gephex.csv,3.0,0.0,19.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0
haggle.csv,1.0,0.0,22.0,72.0,3.0,2.0,23.0,2.0,0.0,0.0
java-gnome.csv,127.0,0.0,7.0,0.0,154.0,21.0,298.0,0.0,257.0,0.0
jgnash.csv,127.0,0.0,0.0,0.0,154.0,3.0,298.0,0.0,257.0,0.0
jrdf.csv,127.0,114.0,169.0,72.0,154.0,0.0,298.0,111.0,257.0,97.0
mpqc.csv,127.0,0.0,169.0,0.0,3.0,73.0,298.0,0.0,0.0,1.0
panda3d.csv,127.0,114.0,169.0,72.0,154.0,73.0,298.0,111.0,257.0,97.0
tencompetence.csv,1.0,0.0,64.0,0.0,3.0,7.0,33.0,0.0,0.0,0.0
