,mpqc.csv,haggle.csv,jgnash.csv,java-gnome.csv,panda3d.csv,jrdf.csv,geotools.csv,gephex.csv,tencompetence.csv,codesmith.csv
codesmith.csv,0.0,0.95,0.64,0.74,0.0,0.87,0.09,0.87,0.13,0.91
geotools.csv,0.0,0.97,0.88,0.82,0.25,0.8,0.28,1.0,0.22,0.97
gephex.csv,0.15,0.97,0.72,0.96,0.46,0.8,0.59,0.89,0.4,0.75
haggle.csv,1.0,0.85,0.52,0.0,1.0,0.13,1.0,0.18,0.54,0.52
java-gnome.csv,0.0,0.2,0.16,0.98,0.0,0.93,0.0,0.52,0.0,0.59
jgnash.csv,0.0,0.65,0.36,0.33,0.0,0.73,0.0,0.92,0.0,0.52
jrdf.csv,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0
mpqc.csv,0.0,0.38,0.0,0.19,0.06,0.0,0.0,0.25,0.14,0.06
panda3d.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tencompetence.csv,0.4,0.54,0.8,0.88,0.54,0.93,0.56,0.63,0.91,0.55
