,mpqc.csv,haggle.csv,jgnash.csv,java-gnome.csv,panda3d.csv,jrdf.csv,geotools.csv,gephex.csv,tencompetence.csv,codesmith.csv
codesmith.csv,0.0,0.79,0.36,0.75,0.0,0.38,0.16,0.72,0.21,0.9
geotools.csv,0.0,0.77,0.34,0.81,0.27,0.38,0.37,0.78,0.32,0.79
gephex.csv,0.16,0.77,0.33,0.87,0.37,0.44,0.46,0.82,0.48,0.7
haggle.csv,0.27,0.78,0.31,0.0,0.47,0.18,0.46,0.28,0.54,0.61
java-gnome.csv,0.0,0.32,0.21,0.93,0.0,0.34,0.0,0.57,0.0,0.64
jgnash.csv,0.0,0.62,0.46,0.5,0.0,0.32,0.0,0.75,0.0,0.59
jrdf.csv,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0
mpqc.csv,0.0,0.46,0.0,0.31,0.11,0.0,0.0,0.37,0.23,0.11
panda3d.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tencompetence.csv,0.29,0.56,0.25,0.85,0.39,0.32,0.32,0.64,0.88,0.56
