,mpqc.csv,haggle.csv,jgnash.csv,java-gnome.csv,panda3d.csv,jrdf.csv,geotools.csv,gephex.csv,tencompetence.csv,codesmith.csv
codesmith.csv,0.0,0.8,0.33,0.81,0.0,0.69,0.04,0.95,0.28,0.21
geotools.csv,0.0,0.98,0.57,0.75,0.26,0.63,0.09,1.0,0.29,0.91
gephex.csv,0.14,0.98,0.46,0.88,0.45,0.46,0.39,0.46,0.48,0.74
haggle.csv,1.0,0.59,0.32,0.12,1.0,0.08,0.93,0.22,0.79,0.32
java-gnome.csv,0.0,0.12,0.06,0.44,0.0,0.92,0.0,0.51,0.0,0.5
jgnash.csv,0.0,0.83,0.03,0.0,0.0,0.71,0.0,0.9,0.0,0.41
jrdf.csv,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0
mpqc.csv,0.0,0.49,0.1,0.25,0.05,0.08,0.02,0.2,0.11,0.09
panda3d.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tencompetence.csv,0.25,0.68,0.8,0.62,0.57,1.0,0.79,0.59,0.29,0.79
