,mpqc.csv,haggle.csv,jgnash.csv,java-gnome.csv,panda3d.csv,jrdf.csv,geotools.csv,gephex.csv,tencompetence.csv,codesmith.csv
codesmith.csv,0.0,0.54,0.65,0.47,0.0,0.64,0.11,0.2,0.16,0.88
geotools.csv,0.0,0.09,0.73,0.56,0.29,0.65,0.32,0.0,0.26,0.33
gephex.csv,0.18,0.09,0.68,0.4,0.48,0.73,0.59,0.79,0.42,0.54
haggle.csv,0.0,0.7,0.55,0.0,0.0,0.16,0.27,0.21,0.41,0.55
java-gnome.csv,0.0,0.24,0.19,0.85,0.0,0.3,0.0,0.51,0.0,0.57
jgnash.csv,0.0,0.42,0.41,0.38,0.0,0.56,0.0,0.35,0.0,0.53
jrdf.csv,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0
mpqc.csv,0.0,0.4,0.0,0.22,0.07,0.0,0.0,0.29,0.17,0.07
panda3d.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tencompetence.csv,0.44,0.47,0.5,0.7,0.51,0.0,0.42,0.57,0.86,0.42
