,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,ontopia.csv,irplus.csv,lite.csv,mevenide.csv
alembik.csv,0.35,0.42,0.0,0.79,0.57,0.2,0.28,0.71,0.12
arsenal-1.csv,0.4,0.16,0.65,0.06,0.15,0.06,0.1,0.16,0.55
barracudamvc.csv,0.76,0.39,0.13,0.0,0.0,0.69,0.21,0.27,0.39
irplus.csv,0.56,0.53,0.26,0.5,0.73,0.36,0.62,0.64,0.55
lite.csv,0.41,0.37,0.64,0.37,0.42,0.46,0.51,0.73,0.54
mevenide.csv,0.53,0.44,0.34,0.11,0.28,0.2,0.05,0.16,0.72
mumble.csv,0.6,0.39,0.49,0.11,0.86,0.59,0.45,0.43,0.27
ontopia.csv,0.13,0.57,0.34,0.48,0.66,0.73,0.36,0.46,0.09
openintents.csv,0.34,0.64,0.0,0.52,0.33,0.49,0.52,0.57,0.34
