,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,alpine.csv,boost.csv,quarkplayer.csv,gusanos.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,enzo.csv,fmri-dmt.csv,passwordsafe.csv
alpine.csv,0.99,0.8,0.75,0.95,0.94,0.72,0.0,0.98,0.8,0.91,0.91,0.5,0.96,0.67,0.67,0.91,0.92,0.75,0.0,0.94
badtrinity-zero.csv,0.82,0.5,0.53,0.54,0.61,0.75,0.68,0.56,0.41,0.39,0.52,0.81,0.53,0.42,0.4,0.4,0.43,0.63,0.5,0.63
boost.csv,0.64,0.52,0.5,0.63,0.61,0.59,0.66,0.59,0.44,0.5,0.68,0.7,0.53,0.51,0.43,0.5,0.46,0.47,0.63,0.62
critterding.csv,0.99,0.64,0.52,0.6,0.68,0.41,0.86,0.63,0.42,0.93,0.74,0.64,0.54,0.61,0.45,0.56,0.57,0.87,0.4,0.58
enzo.csv,0.41,0.43,0.37,0.4,0.4,0.39,0.36,0.43,0.42,0.36,0.38,0.47,0.38,0.4,0.35,0.38,0.41,0.39,0.29,0.38
etics.csv,0.52,0.91,0.67,0.71,0.66,0.48,0.47,0.78,0.75,0.55,0.72,0.64,0.68,0.78,0.48,0.51,0.88,0.41,0.81,0.71
fmri-dmt.csv,0.99,0.0,0.0,0.95,0.96,0.91,0.8,0.98,0.0,0.93,0.92,0.97,0.95,0.5,0.93,0.9,0.75,0.92,0.75,0.95
genecys.csv,0.42,0.45,0.41,0.51,0.42,0.45,0.42,0.46,0.44,0.42,0.45,0.47,0.4,0.43,0.38,0.42,0.45,0.44,0.31,0.42
gusanos.csv,0.4,0.46,0.41,0.42,0.4,0.39,0.4,0.44,0.32,0.38,0.47,0.46,0.42,0.42,0.47,0.48,0.36,0.45,0.35,0.47
kftpgrabber.csv,0.45,0.62,0.61,0.75,0.7,0.46,0.71,0.59,0.4,0.95,0.95,0.56,0.7,0.53,0.57,0.54,0.55,0.71,0.4,0.89
kvs.csv,0.68,0.61,0.83,0.84,0.92,0.67,0.84,0.9,0.83,0.96,0.74,0.69,0.84,0.66,0.59,0.92,0.78,0.6,0.86,0.96
mcore3d.csv,0.43,0.45,0.46,0.46,0.46,0.38,0.44,0.44,0.43,0.36,0.39,0.5,0.42,0.4,0.36,0.43,0.41,0.35,0.31,0.49
modplug.csv,0.39,0.47,0.39,0.46,0.43,0.45,0.33,0.46,0.38,0.39,0.47,0.44,0.4,0.4,0.38,0.41,0.39,0.47,0.31,0.44
monetdb.csv,0.53,0.67,0.62,0.64,0.79,0.75,0.9,0.68,0.46,0.57,0.64,0.72,0.6,0.69,0.52,0.5,0.55,0.75,0.74,0.68
ogrehg.csv,0.82,0.62,0.6,0.56,0.63,0.49,0.94,0.65,0.38,0.54,0.59,0.65,0.59,0.64,0.51,0.51,0.5,0.45,0.75,0.71
passwordsafe.csv,0.54,0.56,0.79,0.6,0.52,0.49,0.62,0.56,0.4,0.54,0.6,0.73,0.52,0.53,0.42,0.63,0.44,0.67,0.68,0.62
projecteqemu.csv,0.73,0.81,0.75,0.69,0.57,0.67,0.89,0.77,0.39,0.5,0.89,0.7,0.78,0.84,0.57,0.65,0.45,0.78,0.67,0.63
quarkplayer.csv,0.99,0.86,0.86,0.92,0.94,0.97,0.86,0.98,0.67,0.92,0.94,0.83,0.91,0.91,0.72,0.72,0.0,0.94,0.8,0.94
reactos-mirror.csv,0.63,0.59,0.4,0.5,0.47,0.64,0.48,0.54,0.4,0.49,0.59,0.5,0.51,0.47,0.42,0.41,0.43,0.64,0.38,0.52
xbplayer.csv,0.61,0.56,0.67,0.7,0.81,0.63,0.8,0.58,0.43,0.9,0.93,0.58,0.6,0.5,0.64,0.6,0.5,0.83,0.73,0.86
