,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,alpine.csv,boost.csv,quarkplayer.csv,gusanos.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,enzo.csv,fmri-dmt.csv,passwordsafe.csv
alpine.csv,0.11,0.06,0.0,0.14,0.12,0.5,0.0,0.18,0.08,0.15,0.92,0.0,0.09,0.04,0.31,0.15,0.2,0.04,0.0,0.11
badtrinity-zero.csv,0.17,0.74,0.77,0.97,0.34,0.31,0.3,0.5,0.65,0.66,0.5,0.28,0.27,0.67,0.81,0.62,0.8,0.26,0.17,0.47
boost.csv,0.42,0.47,0.62,0.43,0.44,0.62,0.35,0.7,0.82,0.66,0.5,0.95,0.64,0.46,0.89,0.49,0.6,0.83,0.33,0.51
critterding.csv,0.11,0.97,0.77,0.51,0.37,0.76,0.35,0.46,0.79,0.21,0.25,0.41,0.64,0.43,0.78,0.47,0.73,0.21,0.5,0.47
enzo.csv,0.81,0.79,0.92,0.85,0.73,0.93,0.95,0.78,0.74,0.91,0.92,0.79,0.64,0.9,0.75,0.91,0.97,1.0,1.0,0.82
etics.csv,0.59,0.32,0.92,0.33,0.36,0.69,0.5,0.32,0.35,0.45,0.33,0.42,0.36,0.4,0.42,0.55,0.2,0.9,0.33,0.26
fmri-dmt.csv,0.18,0.0,0.0,0.14,0.15,0.14,0.0,0.16,0.02,0.11,0.17,0.11,0.18,0.03,0.11,0.2,0.07,0.1,0.67,0.11
genecys.csv,0.8,0.68,0.85,0.67,0.83,0.64,0.7,0.93,1.0,0.83,0.83,0.97,0.73,0.76,0.78,0.78,0.93,0.95,0.67,0.74
gusanos.csv,0.72,0.79,0.69,0.61,0.61,0.83,0.85,0.59,0.58,0.66,0.67,0.59,0.64,0.99,0.42,0.58,1.0,0.56,0.5,0.68
kftpgrabber.csv,0.82,0.68,0.46,0.25,0.36,0.88,0.45,0.37,0.5,0.21,0.25,0.38,0.27,0.64,0.44,0.44,0.97,0.23,0.5,0.26
kvs.csv,0.23,0.53,0.31,0.23,0.07,0.5,0.95,0.16,0.1,0.19,0.08,0.22,0.27,0.43,0.42,0.22,0.33,0.36,0.17,0.25
mcore3d.csv,0.81,0.53,0.54,0.61,0.99,0.69,0.7,0.59,0.92,0.7,0.67,0.77,0.64,0.66,0.5,0.71,0.77,0.82,0.83,0.68
modplug.csv,0.83,0.82,0.85,0.65,0.7,0.86,0.95,0.77,0.85,0.94,0.83,0.6,0.73,0.84,0.89,1.0,0.83,0.83,0.5,0.7
monetdb.csv,0.48,0.5,0.46,0.43,0.31,0.48,0.25,0.37,0.65,1.0,0.33,0.3,0.18,0.4,0.61,0.51,0.67,0.35,0.17,0.4
ogrehg.csv,0.28,0.24,0.54,0.44,0.34,0.64,0.1,0.98,0.65,0.6,0.42,0.37,0.45,0.25,0.78,0.44,0.57,0.63,0.5,0.39
passwordsafe.csv,0.39,0.41,0.23,0.44,0.36,0.76,0.25,0.51,0.61,0.53,0.67,0.28,0.36,0.46,0.69,0.45,0.67,0.28,0.33,0.98
projecteqemu.csv,0.33,0.29,0.38,0.37,0.44,0.43,0.1,0.38,0.55,0.53,0.33,0.27,0.36,0.24,0.94,0.35,0.6,0.25,0.33,0.44
quarkplayer.csv,0.17,0.06,0.15,0.14,0.1,0.26,0.05,0.14,0.02,0.36,0.08,0.02,1.0,0.15,0.33,0.29,0.03,0.11,0.0,0.18
reactos-mirror.csv,0.97,0.76,1.0,0.76,0.67,0.57,0.7,0.68,0.74,0.51,0.5,0.85,0.91,0.76,0.89,0.8,0.9,0.39,0.67,0.77
xbplayer.csv,0.37,0.35,0.38,0.25,0.2,0.98,0.0,0.35,0.31,0.17,0.25,0.3,0.18,0.36,0.39,0.31,0.57,0.05,0.33,0.25
