,f1,g,recall,precision,pf,wins
alsa.csv,0.545,0.59,0.715,0.49,0.41500000000000004,17
arcallians.csv,0.52,0.595,0.75,0.455,0.48,15
arianne.csv,0.565,0.24,0.95,0.405,0.94,1
aztec.csv,0.47,0.52,0.525,0.505,0.305,12
biopax.csv,0.575,0.565,0.855,0.42,0.73,9
bl-toolkit.csv,0.51,0.405,0.92,0.39,0.845,5
clamav.csv,0.5,0.575,0.665,0.49,0.55,8
crux-framework.csv,0.31,0.3,0.26,0.47,0.22999999999999998,0
gnupdate.csv,0.45499999999999996,0.49,0.63,0.455,0.46,7
jmule.csv,0.62,0.64,0.825,0.495,0.48,19
mbse.csv,0.44,0.48,0.53,0.435,0.505,4
mplayer-ce.csv,0.535,0.565,0.84,0.435,0.68,11
ng4j.csv,0.535,0.6,0.58,0.5,0.3,16
ns-3-dev-def-routing.csv,0.54,0.59,0.66,0.475,0.52,13
openxava.csv,0.35,0.385,0.345,0.5,0.31,2
phonon-vlc-mplayer.csv,0.52,0.58,0.55,0.56,0.245,18
qgis.csv,0.335,0.415,0.445,0.375,0.275,3
vars-redux.csv,0.52,0.525,0.55,0.545,0.345,14
xamj.csv,0.5,0.495,0.7,0.44,0.71,6
yafdotnet.csv,0.485,0.53,0.5700000000000001,0.5,0.395,10
