,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,mplayer-ce.csv,biopax.csv,crux-framework.csv,xamj.csv,ng4j.csv,jmule.csv
alsa.csv,0.52,0.49,0.48,0.64,0.56,0.91,0.48,0.36,0.37,0.65,0.48,0.46,0.53,0.43,0.37,0.61,0.38,0.47,0.87,0.83
arcallians.csv,0.53,0.44,0.49,0.64,0.57,0.43,0.48,0.59,0.4,0.55,0.85,0.66,0.4,0.47,0.6,0.44,0.42,0.55,0.59,0.88
arianne.csv,0.48,0.42,0.42,0.5,0.48,0.55,0.48,0.36,0.37,0.4,0.46,0.38,0.35,0.4,0.37,0.44,0.43,0.46,0.44,0.38
aztec.csv,0.86,0.51,0.9,0.97,0.52,0.84,0.4,0.42,0.57,0.5,0.51,0.5,0.97,0.56,0.38,0.61,0.5,0.5,0.6,0.64
biopax.csv,0.45,0.43,0.46,0.52,0.48,0.46,0.5,0.36,0.38,0.6,0.56,0.45,0.35,0.42,0.37,0.57,0.42,0.55,0.48,0.48
bl-toolkit.csv,0.41,0.47,0.47,0.66,0.48,0.44,0.38,0.36,0.36,0.39,0.46,0.38,0.36,0.61,0.37,0.51,0.53,0.48,0.39,0.33
clamav.csv,0.42,0.39,0.52,0.41,0.38,0.41,0.36,0.35,0.43,0.43,0.37,0.37,0.39,0.37,0.38,0.58,0.37,0.47,0.41,0.35
crux-framework.csv,0.68,0.97,0.92,0.7,0.96,0.46,0.67,0.98,0.94,0.48,0.45,0.45,0.97,0.7,0.43,0.8,0.92,0.91,0.69,0.89
gnupdate.csv,0.52,0.44,0.86,0.54,0.48,0.45,0.5,0.94,0.38,0.53,0.65,0.58,0.4,0.62,0.99,0.6,0.52,0.56,0.45,0.3
jmule.csv,0.46,0.44,0.5,0.74,0.52,0.87,0.48,0.36,0.34,0.57,0.56,0.51,0.41,0.45,0.37,0.53,0.4,0.46,0.61,0.46
mbse.csv,0.49,0.49,0.88,0.52,0.49,0.45,0.42,0.51,0.39,0.43,0.48,0.44,0.41,0.55,0.45,0.86,0.47,0.56,0.43,0.31
mplayer-ce.csv,0.47,0.4,0.52,0.49,0.47,0.5,0.49,0.58,0.39,0.88,0.52,0.42,0.49,0.41,0.55,0.54,0.43,0.48,0.49,0.38
ng4j.csv,0.69,0.57,0.59,0.81,0.55,0.95,0.4,0.62,0.38,0.8,0.69,0.56,0.44,0.53,0.51,0.71,0.44,0.56,0.68,0.75
ns-3-dev-def-routing.csv,0.59,0.59,0.48,0.86,0.5,0.63,0.85,0.36,0.48,0.5,0.51,0.42,0.46,0.59,0.39,0.62,0.43,0.48,0.61,0.8
openxava.csv,0.57,0.49,0.88,0.56,0.9,0.41,0.41,0.67,0.47,0.37,0.37,0.41,0.62,0.62,0.52,0.88,0.47,0.69,0.48,0.33
phonon-vlc-mplayer.csv,0.81,0.55,0.54,0.85,0.54,0.95,0.46,0.61,0.5,0.75,0.64,0.57,0.47,0.51,0.46,0.62,0.41,0.55,0.78,0.0
qgis.csv,0.71,0.49,0.94,0.59,0.64,0.92,0.5,0.0,0.47,0.8,0.0,0.0,0.48,0.48,0.67,0.65,0.61,0.74,0.79,0.0
vars-redux.csv,0.63,0.45,0.44,0.69,0.55,0.91,0.49,0.35,0.47,0.41,0.38,0.46,0.51,0.42,0.35,0.57,0.53,0.45,0.8,0.82
xamj.csv,0.4,0.5,0.42,0.57,0.51,0.45,0.38,0.37,0.39,0.44,0.6,0.42,0.48,0.51,0.68,0.47,0.35,0.49,0.45,0.31
yafdotnet.csv,0.41,0.4,0.73,0.38,0.35,0.36,0.35,0.64,0.34,0.7,0.65,0.41,0.43,0.36,0.47,0.47,0.34,0.45,0.38,0.31
