,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.46,0.56,0.24,0.32,0.34,0.27,0.75,0.63,0.59,0.33,0.52,0.71,0.7,0.58,0.67,0.44
customsagetv.csv,0.32,0.29,0.0,0.29,0.36,0.14,0.37,0.0,0.25,0.33,0.32,0.27,0.51,0.15,0.29,0.89
fluidium.csv,0.07,0.08,0.0,0.18,0.0,0.22,0.0,0.08,0.0,0.0,0.0,0.0,0.12,0.6,0.03,0.2
guineu.csv,0.49,0.45,0.76,0.22,0.27,0.3,0.49,0.46,0.26,0.24,0.74,0.75,0.42,0.58,0.44,0.81
inkscape.csv,0.37,0.56,0.88,0.3,0.22,0.18,0.75,0.51,0.29,0.41,0.25,0.86,0.62,0.59,0.77,0.73
mpqc.csv,0.24,0.12,0.13,0.0,0.14,0.35,0.2,0.4,0.08,0.26,0.76,0.48,0.27,0.51,0.24,0.52
nsis.csv,0.41,0.43,0.76,0.18,0.2,0.28,0.67,0.34,0.3,0.37,0.82,0.83,0.64,0.25,0.68,0.57
octave.csv,0.31,0.42,0.09,0.17,0.44,0.19,0.35,0.51,0.06,0.34,0.47,0.58,0.28,0.56,0.33,0.06
owfs.csv,0.49,0.54,0.86,0.31,0.36,0.2,0.65,0.5,0.32,0.43,0.78,0.82,0.67,0.48,0.7,0.09
owlib.csv,0.51,0.62,0.5,0.31,0.34,0.12,0.63,0.58,0.47,0.42,0.61,0.51,0.71,0.53,0.48,0.72
pamguard.csv,0.36,0.43,0.68,0.36,0.37,0.21,0.65,0.56,0.42,0.31,0.41,0.76,0.67,0.23,0.67,0.37
prelude.csv,0.48,0.57,0.91,0.33,0.34,0.24,0.78,0.58,0.34,0.43,0.72,0.84,0.65,0.57,0.76,0.74
robocode.csv,0.54,0.55,0.05,0.44,0.34,0.21,0.77,0.75,0.33,0.48,0.53,0.52,0.64,0.53,0.55,0.62
uwom-server.csv,0.36,0.37,0.05,0.17,0.29,0.15,0.71,0.32,0.33,0.49,0.34,0.63,0.11,0.48,0.45,0.2
zengine.csv,0.47,0.57,0.85,0.24,0.31,0.28,0.72,0.62,0.32,0.4,0.9,0.91,0.68,0.41,0.77,0.71
zildo.csv,0.53,0.58,0.74,0.28,0.34,0.17,0.59,0.47,0.43,0.34,0.35,0.69,0.71,0.34,0.67,0.8
