,baadengine.csv,empyrean.csv,atomsite.csv,pamguard.csv,jaxlib.csv,chaperon.csv,owlapi.csv,joustsim.csv,loki-lib.csv,poormans.csv,chaosrts.csv,hydrate.csv
atomsite.csv,0.11,0.37,0.33,0.27,0.25,0.5,0.22,0.55,0.07,0.5,0.32,0.26
baadengine.csv,0.18,0.97,0.93,1.0,0.96,0.44,0.99,0.62,1.0,0.65,0.68,1.0
chaosrts.csv,0.15,0.63,0.2,0.52,0.54,0.44,0.07,0.25,0.46,0.25,0.26,0.89
chaperon.csv,0.43,0.24,0.5,0.61,0.6,0.1,0.41,0.17,0.67,0.59,0.26,0.32
empyrean.csv,0.0,0.26,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0
hydrate.csv,0.0,0.0,0.24,0.48,0.71,0.25,0.31,0.05,0.04,0.16,0.37,0.47
jaxlib.csv,0.16,0.32,0.07,0.18,0.04,0.73,0.14,0.83,0.24,0.2,0.53,0.16
joustsim.csv,0.49,0.71,0.96,0.48,0.4,0.29,0.66,0.1,0.93,0.66,0.05,0.68
loki-lib.csv,0.04,0.45,0.37,0.21,0.73,0.29,0.53,0.9,0.24,0.52,0.26,0.47
owlapi.csv,1.0,0.47,0.17,0.45,0.6,0.38,0.24,0.1,0.33,0.55,0.63,0.26
pamguard.csv,0.64,0.53,0.43,0.45,0.6,0.69,0.78,0.87,0.52,0.79,0.95,0.58
poormans.csv,0.4,0.03,0.22,0.45,0.94,0.1,0.4,0.25,0.0,0.15,0.37,0.42
