,baadengine.csv,empyrean.csv,atomsite.csv,pamguard.csv,jaxlib.csv,chaperon.csv,owlapi.csv,joustsim.csv,loki-lib.csv,poormans.csv,chaosrts.csv,hydrate.csv
atomsite.csv,0.19,0.5,0.72,0.28,0.94,0.28,0.28,0.8,0.28,0.57,0.45,0.63
baadengine.csv,0.79,0.13,0.27,0.0,0.17,0.51,0.05,0.75,0.0,0.73,0.67,0.0
chaosrts.csv,0.4,0.48,0.62,0.53,0.49,0.51,0.37,0.58,0.68,0.51,0.77,0.38
chaperon.csv,0.49,0.3,0.5,0.6,0.0,0.98,0.53,0.41,0.47,0.54,0.17,0.43
empyrean.csv,0.0,0.72,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0
hydrate.csv,0.04,0.05,0.62,0.57,0.0,0.54,0.58,0.41,0.0,0.54,0.13,0.64
jaxlib.csv,0.33,0.36,0.0,0.18,0.99,0.25,0.19,0.44,0.38,0.21,0.64,0.25
joustsim.csv,0.34,0.56,0.17,0.51,0.52,0.53,0.61,0.83,0.27,0.65,0.25,0.53
loki-lib.csv,0.35,0.63,0.6,0.29,0.43,0.29,0.48,0.36,0.64,0.63,0.72,0.61
owlapi.csv,0.0,0.49,0.17,0.52,0.0,0.0,0.76,0.5,0.32,0.6,0.47,0.46
pamguard.csv,0.63,0.64,0.47,0.67,0.0,0.58,0.51,0.22,0.53,0.48,0.21,0.5
poormans.csv,0.54,0.11,0.36,0.48,0.24,0.0,0.53,0.4,0.0,0.76,0.35,0.58
