,baadengine.csv,empyrean.csv,atomsite.csv,pamguard.csv,jaxlib.csv,chaperon.csv,owlapi.csv,joustsim.csv,loki-lib.csv,poormans.csv,chaosrts.csv,hydrate.csv
atomsite.csv,0.85,0.64,0.43,0.81,0.25,0.9,0.79,0.55,0.76,0.65,0.66,0.47
baadengine.csv,0.28,0.97,0.94,1.0,0.96,0.66,0.99,0.62,1.0,0.65,0.69,1.0
chaosrts.csv,0.67,0.79,0.45,0.69,0.74,0.66,0.68,0.52,0.53,0.59,0.34,0.89
chaperon.csv,0.68,0.78,0.71,0.68,1.17,0.1,0.63,0.66,0.83,0.72,0.9,0.68
empyrean.csv,1.0,0.39,1.0,1.0,1.0,0.94,1.0,1.0,1.0,1.0,1.0,1.0
hydrate.csv,0.97,0.96,0.47,0.63,1.23,0.56,0.54,0.64,1.0,0.53,0.97,0.58
jaxlib.csv,0.73,0.75,1.0,0.87,0.04,1.05,0.85,0.88,0.7,0.85,0.6,0.8
joustsim.csv,0.85,0.76,0.96,0.69,0.64,0.58,0.7,0.21,0.94,0.67,0.79,0.77
loki-lib.csv,0.7,0.57,0.55,0.78,0.88,0.8,0.74,0.9,0.45,0.61,0.38,0.6
owlapi.csv,1.0,0.7,0.88,0.67,1.17,1.07,0.34,0.55,0.79,0.66,0.8,0.63
pamguard.csv,0.68,0.61,0.7,0.54,1.17,0.73,0.81,1.13,0.69,0.84,0.95,0.76
poormans.csv,0.61,0.91,0.72,0.71,0.94,1.01,0.62,0.68,1.0,0.3,0.77,0.6
