,wxcrp.csv,openmeetings.csv,qgis.csv,alsa.csv,yafdotnet.csv,lportal.csv,gmerlin.csv,google-gears.csv,gstreamer.csv,skia.csv,mplayer-ce.csv,metacosm.csv
alsa.csv,0.47,0.74,0.69,0.66,0.63,0.69,0.52,0.58,0.71,0.46,0.13,0.63
gmerlin.csv,0.61,0.78,0.4,0.0,0.67,0.0,0.63,0.61,0.0,0.27,0.0,0.24
google-gears.csv,0.72,0.69,0.64,0.67,0.37,0.57,0.43,0.7,0.7,0.58,0.59,0.13
gstreamer.csv,0.62,0.26,0.68,0.55,0.35,0.58,0.59,0.58,0.71,0.63,0.54,0.0
lportal.csv,0.0,0.11,0.01,0.02,0.1,0.75,0.04,0.0,0.45,0.05,0.51,0.13
metacosm.csv,0.33,0.57,0.49,0.24,0.46,0.65,0.42,0.36,0.46,0.42,0.4,0.69
mplayer-ce.csv,0.48,0.75,0.61,0.56,0.54,0.24,0.54,0.53,0.54,0.65,0.56,0.48
openmeetings.csv,0.64,0.92,0.55,0.55,0.55,0.67,0.44,0.37,0.54,0.63,0.58,0.54
qgis.csv,0.52,0.48,0.63,0.0,0.53,0.61,0.29,0.36,0.65,0.59,0.0,0.61
skia.csv,0.72,0.64,0.44,0.65,0.63,0.42,0.42,0.43,0.37,0.71,0.43,0.3
wxcrp.csv,0.63,0.29,0.61,0.67,0.36,0.46,0.58,0.51,0.62,0.59,0.55,0.23
yafdotnet.csv,0.73,0.78,0.58,0.51,0.68,0.75,0.53,0.51,0.52,0.67,0.41,0.55
