,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.56,0.44,0.52,0.47,0.55,0.4
extprosys.csv,0.54,0.5,0.53,0.0,0.42,0.69
fluidium.csv,0.67,0.0,0.0,0.57,0.75,0.0
haphazard.csv,0.89,0.89,0.97,0.88,0.75,0.87
qcad2.csv,0.94,0.84,0.49,0.83,0.44,0.83
silvertree.csv,0.66,0.44,0.5,0.46,0.35,0.54
