,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.37,0.79,0.54,0.59,0.17,0.57
extprosys.csv,0.5,0.57,0.44,0.0,0.21,0.39
fluidium.csv,0.04,0.0,0.0,0.57,0.0,0.0
haphazard.csv,0.13,0.41,0.13,0.28,0.42,0.3
qcad2.csv,0.06,0.31,0.64,0.07,0.3,0.32
silvertree.csv,0.36,0.64,0.5,0.59,0.32,0.71
