,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.5,0.51,0.49,0.63,0.96,0.55,0.48,0.58,0.57,0.37
firebird.csv,0.5,0.73,0.46,0.59,0.57,0.47,0.47,0.53,0.57,0.42
fmri-dmt.csv,0.67,0.5,0.88,0.99,0.0,0.94,0.86,0.0,0.0,0.75
htmlunit.csv,0.94,0.82,0.88,0.62,0.92,0.6,0.91,0.59,0.94,0.55
monetdb.csv,0.57,0.86,0.67,0.73,0.7,0.65,0.81,0.72,0.61,0.9
ontomorphtab.csv,0.47,0.44,0.37,0.5,0.38,0.37,0.42,0.43,0.38,0.32
smarttag.csv,0.85,0.83,0.71,0.99,0.93,0.61,0.73,0.77,0.81,0.57
taokgame.csv,0.56,0.54,0.9,0.82,0.95,0.8,0.9,0.43,0.62,0.92
webdriver.csv,0.65,0.5,0.64,0.62,0.54,0.45,0.53,0.75,0.53,0.85
xbplayer.csv,0.62,0.7,0.74,0.7,0.62,0.73,0.7,0.75,0.92,0.77
