,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.7,0.72,0.74,0.04,0.94,0.68,0.67,0.84,0.67,0.8
firebird.csv,0.04,0.75,0.68,0.64,0.74,0.58,0.59,0.51,0.56,0.73
fmri-dmt.csv,0.99,0.97,0.9,0.92,1.0,0.84,0.94,1.0,1.0,0.33
htmlunit.csv,0.92,0.79,1.02,0.72,0.84,0.07,0.82,0.69,0.83,0.65
monetdb.csv,0.57,0.8,0.4,0.68,0.75,0.59,0.65,0.65,0.06,0.68
ontomorphtab.csv,0.75,0.03,0.9,0.59,0.72,0.75,0.68,0.7,0.72,0.71
smarttag.csv,0.83,0.86,0.93,0.8,0.89,0.59,0.84,0.07,0.83,0.58
taokgame.csv,0.6,0.44,0.0,0.74,0.7,0.99,0.7,0.66,0.58,1.02
webdriver.csv,0.78,0.55,0.94,0.62,0.62,0.64,0.04,0.82,0.72,0.69
xbplayer.csv,0.68,0.78,0.73,0.68,0.05,0.6,0.65,1.01,0.81,0.86
