,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,customsagetv.csv,xfce.csv,carabiner.csv,mesa3d.csv,trinitycore.csv,tencompetence.csv,oorexx.csv,elvishrayrenderer.csv
carabiner.csv,0.46,0.44,0.88,0.3,0.26,0.26,0.69,0.27,0.36,0.51,0.48,0.62,0.49,0.82,0.98,0.35,0.36,0.33,0.52,0.54
checker-framework.csv,0.28,0.37,0.0,0.0,0.13,0.04,0.44,0.92,0.1,0.13,0.05,0.22,0.06,0.01,0.27,0.0,0.08,0.27,0.0,0.37
customsagetv.csv,0.28,0.37,0.09,0.0,0.16,0.34,0.14,0.14,0.28,0.17,0.53,0.49,1.0,0.0,0.18,0.13,0.28,0.35,0.32,0.63
elvishrayrenderer.csv,0.46,0.5,0.88,0.18,0.35,0.39,0.55,0.3,0.34,0.43,0.61,0.57,0.54,0.82,0.34,0.38,0.35,0.29,0.57,0.99
guineu.csv,1.0,0.44,0.8,0.32,0.23,0.19,0.42,0.27,0.25,0.59,0.38,0.42,0.85,0.16,0.08,0.14,0.24,0.44,0.46,0.54
inkscape.csv,0.27,0.4,0.46,0.42,0.26,0.99,0.29,0.16,0.33,0.28,0.61,0.37,0.06,0.28,0.45,0.29,0.34,0.45,0.47,0.35
mesa3d.csv,0.39,0.27,0.4,0.45,0.17,0.29,0.36,0.24,0.31,0.33,0.47,0.24,0.1,0.27,0.29,0.86,0.31,0.34,0.38,0.6
nsis.csv,0.42,0.49,0.81,0.19,0.28,0.72,0.45,0.4,0.42,1.0,0.76,0.54,0.71,0.71,0.38,0.31,0.41,0.53,0.73,0.75
octave.csv,0.37,0.29,0.61,0.32,0.98,0.28,0.51,0.16,0.26,0.15,0.49,0.42,0.28,0.24,0.16,0.19,0.24,0.69,0.35,0.37
oorexx.csv,0.35,0.37,0.31,0.36,0.37,0.67,0.63,0.28,0.43,0.6,0.65,0.37,0.54,0.57,0.48,0.21,0.43,0.42,0.99,0.53
owfs.csv,0.38,0.23,0.29,0.95,0.21,0.22,0.38,0.41,0.22,0.02,0.31,0.32,0.25,0.23,0.08,0.31,0.21,0.06,0.31,0.34
owlib.csv,0.53,0.99,0.8,0.3,0.32,0.44,0.5,0.22,0.26,0.76,0.43,0.51,0.7,0.66,0.32,0.38,0.27,0.44,0.6,0.47
prelude.csv,0.46,0.57,1.0,0.32,0.3,0.75,0.67,0.41,0.42,0.75,0.83,0.68,0.74,0.81,0.4,0.39,0.42,0.78,0.72,0.76
robocode.csv,0.47,0.49,0.21,0.36,0.35,0.68,0.98,0.29,0.43,0.54,0.51,0.61,0.52,0.75,0.38,0.31,0.44,0.33,0.52,0.61
tencompetence.csv,0.21,0.42,0.51,0.0,0.09,0.54,0.0,0.35,0.24,0.33,0.5,0.41,0.52,0.23,0.33,0.19,0.27,0.98,0.41,0.55
trinitycore.csv,0.29,0.2,0.09,0.31,0.15,0.16,0.49,0.21,0.76,0.04,0.4,0.34,0.55,0.31,0.3,0.34,0.96,0.55,0.44,0.39
uwom-server.csv,0.39,0.25,0.05,0.25,0.0,0.24,0.38,0.25,0.89,0.11,0.15,0.36,0.54,0.35,0.27,0.17,0.78,0.55,0.18,0.57
xfce.csv,0.48,0.5,0.66,0.33,0.27,0.48,0.49,0.45,0.35,0.63,0.69,0.56,0.64,0.97,0.51,0.25,0.33,0.64,0.59,0.6
zengine.csv,0.46,0.54,0.88,0.27,0.39,0.71,0.6,0.45,0.4,0.9,0.97,0.67,0.43,0.8,0.49,0.38,0.4,0.58,0.75,0.77
zildo.csv,0.44,0.5,0.57,0.44,0.28,0.45,0.47,0.44,0.3,0.5,0.58,0.98,0.16,0.52,0.37,0.35,0.31,0.37,0.41,0.61
