,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,customsagetv.csv,xfce.csv,carabiner.csv,mesa3d.csv,trinitycore.csv,tencompetence.csv,oorexx.csv,elvishrayrenderer.csv
carabiner.csv,0.81,0.44,1.0,1.0,0.32,0.19,0.78,0.46,0.57,0.35,0.37,0.66,0.46,1.0,0.95,1.0,0.56,0.25,0.42,0.44
checker-framework.csv,0.23,0.4,0.0,0.0,0.09,0.02,0.43,0.92,0.07,0.07,0.03,0.14,0.04,0.01,0.23,0.0,0.05,0.17,0.0,0.24
customsagetv.csv,0.19,0.26,0.05,0.0,0.14,0.23,0.09,0.23,0.23,0.09,0.37,0.39,1.0,0.0,0.14,0.09,0.24,0.25,0.22,0.5
elvishrayrenderer.csv,0.62,0.7,1.0,0.36,0.5,0.35,0.61,0.46,0.61,0.28,0.53,0.48,0.48,1.0,0.36,0.52,0.65,0.21,0.58,0.97
guineu.csv,1.0,0.31,0.83,1.0,0.55,0.14,0.35,0.38,0.3,0.42,0.26,0.32,0.79,0.09,0.05,0.1,0.25,0.33,0.39,0.41
inkscape.csv,0.35,0.34,0.31,0.73,0.32,0.98,0.22,0.15,0.41,0.16,0.5,0.32,0.04,0.17,0.41,0.26,0.44,0.34,0.39,0.26
mesa3d.csv,0.35,0.2,0.26,0.45,0.18,0.21,0.35,0.38,0.39,0.2,0.34,0.16,0.06,0.16,0.27,0.86,0.38,0.23,0.28,0.44
nsis.csv,0.65,0.76,0.79,0.55,0.91,0.93,0.52,0.54,0.93,1.0,0.79,0.57,0.92,0.71,0.68,0.74,0.93,0.44,0.94,0.79
octave.csv,0.35,0.27,0.45,0.45,0.95,0.19,0.48,0.38,0.21,0.08,0.34,0.41,0.17,0.14,0.14,0.16,0.2,0.7,0.25,0.26
oorexx.csv,0.46,0.34,0.19,0.91,0.59,0.65,0.74,0.38,0.7,0.45,0.55,0.39,0.6,0.44,0.73,0.19,0.69,0.35,1.0,0.41
owfs.csv,0.31,0.13,0.17,0.91,0.14,0.14,0.3,0.46,0.16,0.01,0.18,0.2,0.17,0.13,0.05,0.26,0.15,0.03,0.19,0.21
owlib.csv,0.73,0.97,0.79,0.82,0.73,0.35,0.57,0.38,0.32,0.63,0.34,0.48,0.77,0.62,0.23,0.67,0.33,0.36,0.56,0.41
prelude.csv,0.96,0.95,1.0,1.0,1.0,1.0,0.91,0.92,1.0,0.64,0.92,0.93,0.92,0.9,0.77,0.91,1.0,0.93,0.92,0.91
robocode.csv,0.85,0.46,0.12,0.82,0.64,0.63,0.96,0.46,0.77,0.38,0.37,0.73,0.58,0.71,0.41,0.58,0.78,0.23,0.42,0.56
tencompetence.csv,0.15,0.49,0.36,0.0,0.05,0.51,0.0,0.31,0.21,0.2,0.34,0.3,0.37,0.15,0.32,0.28,0.31,0.99,0.33,0.44
trinitycore.csv,0.31,0.12,0.05,0.55,0.18,0.09,0.61,0.54,0.68,0.02,0.29,0.32,0.56,0.19,0.23,0.28,0.95,0.49,0.33,0.26
uwom-server.csv,0.35,0.17,0.02,0.18,0.0,0.14,0.39,0.62,0.82,0.06,0.08,0.32,0.42,0.22,0.18,0.12,0.69,0.49,0.11,0.41
xfce.csv,0.81,0.75,0.57,0.73,0.32,0.47,0.61,0.69,0.61,0.49,0.63,0.66,0.71,0.96,0.91,0.46,0.6,0.66,0.61,0.53
zengine.csv,0.96,0.89,1.0,0.91,0.73,0.91,0.78,0.85,0.88,0.88,0.95,0.98,0.48,0.91,1.0,0.9,0.87,0.58,1.0,0.91
zildo.csv,0.46,0.41,0.4,0.64,0.32,0.35,0.35,0.54,0.34,0.34,0.42,0.95,0.1,0.39,0.32,0.51,0.35,0.27,0.31,0.53
