,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,customsagetv.csv,xfce.csv,carabiner.csv,mesa3d.csv,trinitycore.csv,tencompetence.csv,oorexx.csv,elvishrayrenderer.csv
carabiner.csv,0.32,0.63,0.49,0.4,0.75,0.83,0.34,0.59,0.57,0.59,0.6,0.47,0.44,0.46,0.67,0.45,0.57,0.53,0.68,0.55
checker-framework.csv,0.76,0.66,0.0,0.0,0.9,0.9,0.45,0.69,0.96,0.88,0.0,0.91,0.92,0.0,0.87,0.0,0.96,0.81,0.0,0.89
customsagetv.csv,0.9,0.96,0.67,0.67,0.94,0.87,0.8,0.77,0.95,0.9,0.87,0.65,0.5,0.0,0.91,0.96,0.92,0.89,0.79,0.45
elvishrayrenderer.csv,0.41,0.47,0.49,0.53,0.6,0.56,0.39,0.67,0.54,0.69,0.54,0.57,0.44,0.46,0.72,0.55,0.54,0.71,0.53,0.42
guineu.csv,0.69,0.94,0.57,0.43,0.53,0.95,0.73,0.79,0.74,0.84,0.73,0.64,0.55,0.95,0.75,0.96,0.86,0.96,0.68,0.72
inkscape.csv,0.49,0.72,0.57,0.44,0.77,0.45,0.73,0.92,0.67,0.87,0.42,0.61,0.92,0.97,0.61,0.95,0.66,0.52,0.57,0.56
mesa3d.csv,0.85,0.96,0.77,0.91,0.92,0.75,0.71,0.71,0.76,0.94,0.65,0.93,0.91,0.97,0.89,0.84,0.78,0.97,0.75,0.56
nsis.csv,0.38,0.44,0.49,0.4,0.39,0.38,0.5,0.55,0.47,0.49,0.46,0.51,0.35,0.53,0.5,0.54,0.46,0.58,0.39,0.47
octave.csv,0.83,0.73,0.5,0.65,0.9,0.87,0.7,0.69,0.97,0.86,0.73,0.61,0.92,0.97,0.93,0.98,0.97,0.6,0.81,0.71
oorexx.csv,0.47,0.58,0.8,0.38,0.49,0.41,0.42,0.57,0.48,0.45,0.48,0.57,0.42,0.52,0.49,0.92,0.48,0.48,0.49,0.58
owfs.csv,0.81,0.94,0.71,0.9,0.83,0.83,0.5,0.69,0.96,0.0,0.86,0.92,0.8,0.96,0.67,0.87,0.95,0.92,0.89,0.86
owlib.csv,0.39,0.54,0.61,0.47,0.53,0.6,0.48,0.66,0.59,0.59,0.68,0.5,0.4,0.56,0.89,0.53,0.59,0.73,0.45,0.46
prelude.csv,0.3,0.41,0.48,0.4,0.38,0.35,0.4,0.44,0.43,0.42,0.41,0.36,0.34,0.44,0.45,0.43,0.43,0.45,0.39,0.35
robocode.csv,0.31,0.57,0.8,0.36,0.47,0.43,0.5,0.62,0.43,0.44,0.59,0.39,0.38,0.35,0.54,0.43,0.44,0.72,0.55,0.36
tencompetence.csv,0.92,0.57,0.71,0.92,0.0,0.53,0.5,0.9,0.98,0.94,0.93,0.85,0.86,0.98,0.9,0.87,0.75,0.63,0.73,0.62
trinitycore.csv,0.72,0.96,0.5,0.71,0.76,0.83,0.62,0.64,0.89,0.67,0.94,0.79,0.51,0.97,0.82,0.98,0.83,0.79,0.61,0.75
uwom-server.csv,0.95,0.98,0.0,0.8,0.75,0.88,0.71,0.67,0.85,0.83,0.67,0.82,0.69,0.74,0.88,0.96,0.86,0.76,0.88,0.6
xfce.csv,0.38,0.45,0.58,0.46,0.79,0.54,0.44,0.56,0.55,0.58,0.53,0.47,0.43,0.47,0.46,0.62,0.54,0.58,0.53,0.46
zengine.csv,0.3,0.4,0.49,0.4,0.48,0.36,0.35,0.42,0.43,0.45,0.42,0.36,0.35,0.43,0.39,0.39,0.43,0.39,0.38,0.34
zildo.csv,0.52,0.69,0.5,0.52,0.86,0.62,0.73,0.47,0.65,0.77,0.71,0.45,0.92,0.58,0.69,0.61,0.66,0.73,0.61,0.44
