,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,exist.csv,st-filteredstatistics.csv,pokenetonline.csv,java-gnome.csv,avisynth2.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv
adonthell.csv,0.19,0.43,0.39,0.53,0.61,0.59,0.33,0.43,0.18,0.57,0.44,0.51,0.65,0.09,0.26,0.59,0.55,0.21,0.47
autofac.csv,0.45,0.5,0.12,0.75,0.29,0.5,0.65,0.51,0.18,0.66,0.52,0.5,0.16,0.6,0.57,0.58,0.52,0.46,0.58
avisynth2.csv,0.25,0.31,0.21,0.17,0.0,0.05,0.15,0.04,0.12,0.05,0.16,0.18,0.0,0.99,0.25,0.0,0.52,0.01,0.07
dsworkbench.csv,0.6,0.84,0.71,0.25,0.16,0.27,0.21,0.13,0.49,0.31,0.45,0.24,0.0,0.73,0.5,0.17,0.21,0.21,0.2
exist.csv,0.0,0.47,0.49,0.13,0.48,0.55,0.0,0.42,0.63,0.75,0.0,0.3,0.47,0.38,0.41,0.09,0.0,0.39,0.0
forester-atv.csv,0.02,0.82,0.55,0.28,0.02,0.21,0.07,0.1,0.52,0.34,0.16,0.56,0.0,0.0,0.45,0.17,0.46,0.05,0.32
freelords.csv,0.76,0.56,0.54,0.66,0.44,0.62,0.76,0.6,0.6,0.32,0.62,0.36,0.53,0.33,0.45,0.45,0.58,0.62,0.54
gephex.csv,0.13,0.33,0.0,0.32,0.3,0.62,0.66,0.58,0.43,0.5,0.69,0.29,0.0,0.0,0.49,0.39,0.65,0.69,0.53
google-collections.csv,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.6,0.0,0.0,0.17,0.0,0.0,0.0,0.0
java-gnome.csv,0.15,0.44,0.55,0.35,0.49,0.34,0.34,0.35,0.12,0.39,0.36,0.54,0.79,0.37,0.19,0.33,0.07,0.41,0.16
jpaul.csv,0.49,0.52,0.38,0.36,0.0,0.11,0.79,0.38,0.38,0.33,0.16,0.51,0.06,0.65,0.61,0.47,0.61,0.01,0.11
neodatis-odb.csv,0.0,0.52,0.21,0.32,0.06,0.18,0.3,0.68,0.35,0.28,0.5,0.0,0.0,0.34,0.37,0.46,0.07,0.4,0.67
octet.csv,0.41,0.48,0.38,0.55,0.06,0.26,0.37,0.4,0.53,0.59,0.67,0.16,0.06,0.67,0.5,0.73,0.15,0.49,0.66
personalaccess.csv,0.18,0.63,0.63,0.53,0.12,0.21,0.64,0.39,0.57,0.35,0.57,0.65,0.0,0.0,0.78,0.61,0.22,0.13,0.4
pokenetonline.csv,0.62,0.39,0.24,0.44,0.6,0.71,0.68,0.41,0.66,0.0,0.3,0.76,0.45,0.3,0.4,0.54,0.75,0.44,0.78
rcp-company-uibindings.csv,0.7,0.66,0.56,0.48,0.35,0.63,0.65,0.41,0.39,0.34,0.64,0.26,0.19,0.66,0.5,0.32,0.44,0.51,0.88
scenemonitor.csv,0.34,0.52,0.66,0.49,0.46,0.48,0.67,0.4,0.8,0.13,0.59,0.57,0.21,0.0,0.58,0.34,0.39,0.24,0.43
servicestack.csv,0.05,0.69,0.51,0.45,0.0,0.19,0.07,0.36,0.06,0.61,0.7,0.42,0.0,0.66,0.35,0.17,0.76,0.01,0.15
st-filteredstatistics.csv,0.48,0.46,0.45,0.56,0.58,0.64,0.45,0.62,0.62,0.29,0.85,0.56,0.41,0.64,0.64,0.52,0.51,0.49,0.64
