,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,exist.csv,st-filteredstatistics.csv,pokenetonline.csv,java-gnome.csv,avisynth2.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv
adonthell.csv,0.92,0.39,0.4,0.38,0.67,0.45,0.63,0.4,0.83,0.39,0.32,0.53,0.41,0.39,0.83,0.48,0.47,0.34,0.53
autofac.csv,0.58,0.38,0.83,0.48,0.5,0.44,0.52,0.45,0.75,0.4,0.48,0.58,0.8,0.45,0.49,0.52,0.8,0.4,0.38
avisynth2.csv,0.88,0.79,0.9,0.88,0.5,0.67,0.75,0.67,0.67,0.89,0.8,0.91,0.0,0.8,0.86,0.0,0.6,0.67,0.93
dsworkbench.csv,0.43,0.37,0.49,0.9,0.91,0.75,0.88,0.92,0.6,0.72,0.55,0.92,0.0,0.49,0.46,0.5,0.8,0.93,0.98
exist.csv,0.53,0.32,0.39,0.33,0.47,0.37,0.46,0.39,0.38,0.43,0.29,0.34,0.43,0.4,0.56,0.45,0.41,0.33,0.39
forester-atv.csv,0.5,0.38,0.42,0.83,0.0,0.82,0.75,0.75,0.45,0.82,0.8,0.49,0.0,0.0,0.49,0.5,0.82,0.67,0.59
freelords.csv,0.37,0.38,0.39,0.37,0.5,0.57,0.43,0.53,0.33,0.37,0.39,0.68,0.43,0.57,0.4,0.54,0.58,0.46,0.47
gephex.csv,0.89,0.52,0.41,0.36,0.49,0.52,0.53,0.42,0.65,0.46,0.39,0.38,0.38,0.53,0.57,0.49,0.43,0.57,0.48
google-collections.csv,0.35,0.35,0.36,0.32,0.44,0.39,0.45,0.4,0.33,0.34,0.29,0.35,0.38,0.4,0.38,0.45,0.41,0.35,0.39
java-gnome.csv,0.9,0.41,0.52,0.73,0.89,0.65,0.89,0.57,0.75,0.58,0.71,0.38,0.43,0.75,0.95,0.59,0.8,0.83,0.97
jpaul.csv,0.53,0.5,0.39,0.92,0.0,0.92,0.48,0.68,0.58,0.65,0.89,0.48,0.89,0.68,0.47,0.8,0.67,0.0,0.95
neodatis-odb.csv,0.83,0.47,0.91,0.79,0.83,0.94,0.56,0.74,0.8,0.97,0.52,0.0,0.0,0.57,0.7,0.65,0.5,0.61,0.52
octet.csv,0.59,0.45,0.65,0.5,0.75,0.81,0.57,0.83,0.5,0.46,0.4,0.89,0.8,0.4,0.56,0.92,0.67,0.57,0.46
personalaccess.csv,0.92,0.43,0.39,0.56,0.88,0.75,0.39,0.51,0.45,0.72,0.41,0.38,0.5,0.8,0.36,0.7,0.75,0.92,0.48
pokenetonline.csv,0.35,0.31,0.37,0.33,0.46,0.35,0.42,0.39,0.38,0.34,0.29,0.39,0.38,0.38,0.37,0.41,0.46,0.33,0.39
rcp-company-uibindings.csv,0.37,0.33,0.36,0.46,0.42,0.46,0.36,0.41,0.56,0.59,0.37,0.75,0.77,0.4,0.42,0.38,0.45,0.4,0.43
scenemonitor.csv,0.57,0.36,0.38,0.55,0.54,0.51,0.48,0.5,0.45,0.94,0.4,0.4,0.81,0.0,0.45,0.86,0.56,0.77,0.47
servicestack.csv,0.67,0.39,0.53,0.57,0.0,0.82,0.67,0.53,0.5,0.44,0.42,0.74,0.0,0.58,0.64,0.75,0.54,0.0,0.97
st-filteredstatistics.csv,0.53,0.42,0.56,0.43,0.44,0.45,0.49,0.51,0.5,0.38,0.34,0.42,0.38,0.58,0.39,0.53,0.65,0.46,0.45
