,zorannt.csv,dvt.csv,bloodycore.csv,dvd-create.csv,gbif-indexingtoolkit.csv,aime.csv,planeshift.csv,mumble.csv,truevision.csv
aime.csv,0.24,0.19,0.13,0.89,0.22,0.44,0.85,0.29,0.41
bloodycore.csv,0.16,0.38,0.32,0.79,0.0,0.25,0.72,0.26,0.17
dvd-create.csv,0.17,0.45,0.15,0.95,0.2,0.21,0.83,0.39,0.47
dvt.csv,0.15,0.51,0.18,0.86,0.17,0.13,0.84,0.42,0.4
gbif-indexingtoolkit.csv,0.12,0.26,0.12,0.74,0.3,0.14,0.71,0.25,0.24
mumble.csv,0.2,0.32,0.19,0.81,0.19,0.26,0.77,0.62,0.33
planeshift.csv,0.16,0.33,0.19,0.85,0.18,0.16,0.86,0.31,0.43
truevision.csv,0.3,0.34,0.15,0.0,0.16,0.0,0.85,0.37,0.61
zorannt.csv,0.33,0.28,0.23,0.8,0.25,0.2,0.78,0.5,0.55
