,zscreen.csv,popeye-chess.csv,ossbuild.csv,quarkplayer.csv,turbotrader-bos.csv,omseek.csv,kml.csv,virtuoso.csv,gdis.csv,biodwh.csv,genoviz.csv
biodwh.csv,0.22,0.31,0.38,0.27,0.52,0.27,0.75,0.76,0.6,0.92,1.0
gdis.csv,0.35,0.8,0.69,0.91,0.88,0.82,0.64,0.45,0.82,0.42,0.4
genoviz.csv,0.07,0.2,0.03,0.09,0.27,0.03,0.0,0.21,0.04,0.5,1.0
kml.csv,0.65,1.0,0.5,0.82,0.95,1.0,0.78,0.95,0.65,0.75,1.0
omseek.csv,0.0,0.11,0.0,0.09,0.44,0.67,0.03,0.07,0.05,0.42,0.8
ossbuild.csv,0.63,0.94,0.69,0.73,0.65,0.67,0.06,0.38,0.3,0.33,0.8
popeye-chess.csv,0.5,0.69,0.25,0.45,0.66,0.36,0.47,0.57,0.67,0.25,0.6
quarkplayer.csv,0.09,0.54,0.38,0.82,0.46,0.27,0.67,0.26,0.35,0.17,0.0
turbotrader-bos.csv,0.3,0.49,0.12,0.27,0.68,0.33,0.44,0.33,0.33,0.42,0.6
virtuoso.csv,0.96,0.77,0.41,0.91,0.83,1.0,1.0,0.52,1.0,0.67,1.0
zscreen.csv,0.8,0.46,0.69,1.0,0.78,0.61,0.25,0.19,0.32,0.75,1.0
