,theresa.csv,cataclysmos.csv,ildjit.csv,proftp.csv,xstore.csv,boost.csv,wxjs.csv,ffigo.csv,skia.csv,tencompetence.csv
boost.csv,0.38,0.46,0.4,0.11,0.46,0.35,0.46,0.07,0.28,0.22
ffigo.csv,0.08,0.04,0.13,0.27,0.29,0.06,0.12,0.34,0.67,0.24
ildjit.csv,0.26,0.06,0.2,0.19,0.24,0.18,0.22,0.16,0.11,0.4
proftp.csv,0.18,0.19,0.16,0.19,0.12,0.06,0.23,0.23,0.22,0.12
skia.csv,0.32,0.62,0.24,0.41,0.32,0.44,0.59,0.34,0.22,0.54
tencompetence.csv,0.58,0.63,0.27,0.24,0.39,0.37,0.47,0.14,0.3,0.26
theresa.csv,0.24,0.25,0.25,0.27,0.12,0.08,0.39,0.27,0.3,0.36
wxjs.csv,0.0,0.02,0.01,0.32,0.02,0.02,0.22,0.0,0.13,0.08
xstore.csv,0.28,0.37,0.54,0.3,0.24,0.67,0.2,0.8,0.54,0.52
