,scenemonitor.csv,panda3d.csv,jchassis.csv,xcf.csv,coot.csv
coot.csv,0.33,0.29,0.03,0.41,0.72
jchassis.csv,0.0,0.0,0.25,0.0,0.0
panda3d.csv,0.52,0.44,0.04,0.33,0.49
scenemonitor.csv,0.75,0.44,0.0,0.79,0.57
xcf.csv,0.6,0.34,0.0,0.72,0.6
