,scenemonitor.csv,panda3d.csv,jchassis.csv,xcf.csv,coot.csv
coot.csv,0.93,0.74,0.88,0.92,0.42
jchassis.csv,1.0,1.0,0.09,1.0,1.0
panda3d.csv,0.53,0.56,0.65,0.91,0.77
scenemonitor.csv,0.29,0.68,1.0,0.55,0.68
xcf.csv,0.71,0.66,1.23,0.38,0.59
