,jmoney.csv,array4j.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,jmonkeyengine.csv,e-bio-flow.csv,tmva.csv,joustsim.csv,reaper3d.csv,jchassis.csv,chaosrts.csv,thedata.csv
array4j.csv,0.44,0.58,0.18,0.43,0.26,0.5,0.39,0.64,0.23,0.43,0.06,0.54,0.0,0.0,0.2,0.55
chaosrts.csv,0.48,0.57,0.48,0.31,0.3,0.56,0.65,0.65,0.55,0.59,0.75,0.71,0.62,0.0,0.76,0.21
dxengine.csv,0.61,0.4,0.68,0.32,0.66,0.25,0.1,0.35,0.0,0.36,0.19,0.31,0.61,0.0,0.43,0.43
e-bio-flow.csv,0.12,0.28,0.22,0.49,0.5,0.57,0.51,0.82,0.44,0.71,0.31,0.41,0.59,0.0,0.28,0.29
jbpm.csv,0.24,0.14,0.09,0.04,0.17,0.0,0.79,0.0,0.2,0.27,0.01,0.11,0.0,0.0,0.32,0.29
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0
jmoney.csv,0.84,0.5,0.74,0.58,0.49,0.78,0.67,0.37,0.52,0.56,0.43,0.71,0.62,0.0,0.51,0.28
jmonkeyengine.csv,0.28,0.38,0.61,0.32,0.76,0.35,0.71,0.33,0.73,0.45,0.13,0.31,0.54,0.64,0.22,0.26
joustsim.csv,0.39,0.22,0.51,0.31,0.4,0.35,0.78,0.37,0.69,0.34,0.41,0.91,0.48,0.82,0.2,0.91
jsidplay2.csv,0.53,0.07,0.25,0.81,0.06,0.5,0.22,0.38,0.47,0.31,0.41,0.3,0.14,0.0,0.51,0.25
log4net.csv,0.68,0.6,0.26,0.32,0.17,0.63,0.31,0.97,0.0,0.51,0.18,0.66,0.43,0.0,0.43,0.5
piccolo2d.csv,0.18,0.5,0.18,0.32,0.37,0.81,0.16,0.71,0.26,0.38,0.24,0.31,0.0,0.0,0.45,0.29
reaper3d.csv,0.67,0.45,0.61,0.58,0.71,0.26,0.36,0.36,0.25,0.51,0.27,0.31,0.72,0.0,0.16,0.29
sblim.csv,0.83,0.07,0.7,0.2,0.85,0.58,0.12,0.0,0.26,0.64,0.36,0.68,0.14,0.0,0.28,0.27
thedata.csv,0.64,0.48,0.67,0.64,0.66,0.47,0.33,0.55,0.36,0.49,0.44,0.69,0.54,0.0,0.32,0.98
tmva.csv,0.68,0.46,0.53,0.35,0.25,0.05,0.13,0.56,0.0,0.35,0.77,0.13,0.67,0.0,0.21,0.36
