,jmoney.csv,array4j.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,jmonkeyengine.csv,e-bio-flow.csv,tmva.csv,joustsim.csv,reaper3d.csv,jchassis.csv,chaosrts.csv,thedata.csv
array4j.csv,0.39,0.42,0.2,0.65,0.13,0.2,0.14,0.06,0.38,0.39,0.09,0.24,0.0,0.0,0.85,0.12
chaosrts.csv,0.41,0.38,0.41,0.41,0.19,0.28,0.28,0.07,0.38,0.5,0.86,0.35,0.18,0.0,0.84,0.12
dxengine.csv,0.52,0.24,0.62,0.71,0.39,0.1,0.03,0.03,0.0,0.32,0.27,0.13,0.18,0.0,0.55,0.08
e-bio-flow.csv,0.15,0.17,0.25,0.59,0.3,0.36,0.18,0.08,0.5,0.66,0.4,0.44,0.16,0.0,0.38,0.09
jbpm.csv,0.27,0.14,0.13,0.07,0.2,0.0,0.55,0.0,0.27,0.31,0.01,0.1,0.0,0.0,0.43,0.2
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
jmoney.csv,0.74,0.29,0.61,0.68,0.31,0.35,0.27,0.05,0.38,0.49,0.51,0.35,0.2,0.0,0.63,0.06
jmonkeyengine.csv,0.21,0.19,0.55,0.4,0.46,0.22,0.34,0.02,0.63,0.37,0.72,0.19,0.13,0.08,0.31,0.04
joustsim.csv,0.34,0.16,0.53,0.39,0.32,0.22,0.37,0.05,0.48,0.35,0.64,0.77,0.14,0.1,0.29,0.29
jsidplay2.csv,0.49,0.1,0.24,0.87,0.05,0.2,0.09,0.12,0.31,0.36,0.5,0.17,0.06,0.0,0.71,0.04
log4net.csv,0.63,0.36,0.29,0.42,0.19,0.33,0.2,0.25,0.0,0.43,0.25,0.41,0.25,0.0,0.54,0.11
piccolo2d.csv,0.26,0.29,0.25,0.42,0.33,0.44,0.11,0.22,0.27,0.42,0.33,0.29,0.0,0.0,0.58,0.09
reaper3d.csv,0.54,0.24,0.54,0.71,0.44,0.14,0.12,0.03,0.21,0.42,0.36,0.26,0.23,0.0,0.22,0.33
sblim.csv,0.68,0.09,0.67,0.29,0.69,0.39,0.15,0.0,0.28,0.58,0.69,0.54,0.08,0.0,0.38,0.05
thedata.csv,0.52,0.29,0.55,0.77,0.4,0.19,0.11,0.04,0.27,0.47,0.54,0.36,0.15,0.0,0.72,0.62
tmva.csv,0.55,0.34,0.42,0.84,0.12,0.24,0.22,0.04,0.38,0.53,0.83,0.27,0.18,0.0,0.94,0.12
