,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,1.0,0.57,0.48,1.0,0.87,0.51,0.44,0.96,1.0,0.75,0.66,0.89,0.52,0.77,0.86,1.0,1.0
codepurge.csv,0.83,0.64,0.89,0.68,0.92,0.6,0.4,0.68,0.95,0.65,0.71,0.7,0.51,0.44,0.69,0.68,0.85
fontforge.csv,0.98,0.86,1.0,1.0,1.0,0.62,1.0,0.36,0.92,1.0,0.49,0.92,0.77,0.96,0.99,0.88,0.99
gmerlin.csv,1.0,0.96,0.72,1.0,1.0,0.81,1.0,1.0,0.81,1.0,0.87,0.76,1.0,1.0,1.0,0.47,0.73
hatari.csv,0.72,0.49,0.44,0.73,0.89,0.62,0.77,0.97,0.98,0.83,0.47,0.95,0.72,0.74,0.9,0.71,0.75
jaolt.csv,0.6,0.79,0.71,0.79,0.98,0.63,0.37,0.67,0.54,1.0,0.52,0.64,0.56,0.58,0.96,0.66,0.69
jcl.csv,0.56,0.55,0.64,0.78,0.48,0.61,1.1,0.55,0.8,0.72,0.67,0.95,0.68,0.81,0.58,0.77,0.74
ltp.csv,0.75,0.77,0.87,0.63,0.51,0.71,1.29,0.81,0.79,0.68,0.48,0.61,0.88,0.84,0.81,0.75,0.76
mia.csv,0.68,0.97,0.64,0.86,0.99,0.83,0.31,0.46,0.79,0.96,0.66,0.44,0.89,1.0,0.88,0.73,0.81
net-snmp.csv,0.53,0.61,0.7,0.8,0.83,0.75,0.31,1.0,0.82,0.8,0.86,0.58,0.69,0.55,0.96,0.65,0.88
opde.csv,1.0,0.64,1.0,0.47,1.0,0.65,0.4,0.57,0.69,1.0,0.42,0.96,0.72,0.57,0.93,0.71,0.67
oppna-program-hsatools.csv,0.74,0.52,0.67,1.0,0.73,0.57,0.85,0.85,0.91,0.95,0.15,0.99,0.6,0.89,0.73,0.67,0.81
powerfolder-.csv,0.59,0.36,0.68,0.78,0.86,0.81,0.27,0.85,0.61,0.82,0.46,0.88,0.65,0.96,0.7,0.79,0.84
qlc.csv,1.0,0.67,1.0,0.69,0.98,0.56,0.33,1.0,0.43,1.0,0.79,0.87,0.69,0.71,0.53,1.0,0.54
quantlib.csv,0.92,0.89,0.8,1.0,1.0,0.94,1.0,1.0,0.91,1.0,0.94,0.63,0.94,1.0,1.0,0.8,0.42
tcl.csv,0.83,0.87,0.83,0.96,0.73,0.79,1.27,1.0,0.69,0.45,0.76,0.99,0.94,0.84,1.0,0.86,0.83
