,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,0.82,0.99,0.9,0.98,0.75,0.8,0.83,0.0,0.9,0.88,0.88,0.68,0.5,0.79,0.88,0.86,0.83
botsnscouts.csv,0.79,0.93,0.0,0.8,0.77,0.92,0.44,0.88,0.94,0.5,0.88,0.94,0.36,0.5,0.48,0.92,0.9
cities3d.csv,0.8,0.87,0.93,0.97,0.5,0.58,0.77,0.65,0.64,0.69,0.8,0.57,0.75,0.84,0.76,0.46,0.86
dynalloy.csv,0.74,0.51,0.6,0.46,0.4,0.36,0.35,0.44,0.73,0.9,0.48,0.49,0.47,0.43,0.44,0.41,0.46
electric-core.csv,0.7,0.85,0.56,0.89,0.69,0.78,0.87,0.51,0.58,0.86,0.97,0.67,0.75,0.86,0.93,0.9,0.91
findbugs.csv,0.71,0.67,0.6,0.57,0.5,0.55,0.92,0.9,0.63,0.67,0.85,0.49,0.77,0.41,0.68,0.43,0.66
img-browse-sort.csv,0.62,0.71,0.88,0.62,0.58,0.6,0.62,0.89,0.81,0.6,0.74,0.63,0.83,0.62,0.64,0.54,0.83
jparsec.csv,0.44,0.41,0.51,0.5,0.43,0.38,0.45,0.37,0.52,0.5,0.44,0.58,0.4,0.48,0.33,0.78,0.52
moast.csv,0.89,0.89,0.0,0.98,0.5,0.86,0.86,0.68,0.0,0.0,0.91,0.91,0.9,0.0,0.83,0.43,0.0
mptvseries.csv,0.74,0.68,0.83,0.44,0.61,0.44,0.57,0.49,0.97,0.5,0.7,0.39,0.73,0.48,0.5,0.46,0.62
mvnforum.csv,0.9,0.98,0.95,0.96,0.8,0.87,0.83,0.91,0.79,0.9,0.7,0.51,0.5,0.67,0.89,0.89,0.9
nosleepsoftware.csv,0.94,0.5,0.71,0.64,0.82,0.64,0.62,0.54,0.62,0.85,0.54,0.5,0.53,0.55,0.5,0.7,0.39
ogre.csv,0.39,0.36,0.43,0.34,0.37,0.31,0.33,0.34,0.43,0.35,0.43,0.39,0.32,0.38,0.32,0.39,0.39
openfrag.csv,0.44,0.37,0.4,0.35,0.48,0.33,0.42,0.38,0.51,0.39,0.52,0.41,0.34,0.45,0.32,0.4,0.35
qdvdauthor.csv,0.64,0.44,0.59,0.62,0.41,0.5,0.44,0.69,0.75,0.4,0.59,0.61,0.53,0.42,0.37,0.46,0.57
sumatrapdf.csv,0.53,0.51,0.8,0.57,0.45,0.38,0.5,0.61,0.63,0.62,0.61,0.43,0.34,0.49,0.43,0.66,0.42
zxing.csv,0.67,0.87,0.64,0.56,0.9,0.63,0.71,0.67,0.55,0.56,0.56,0.76,0.6,0.37,0.62,0.63,0.39
