,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,0.4,0.38,0.0,0.26,0.25,0.6,0.67,1.0,1.0,1.0,0.75,0.47,0.0,0.79,0.62,0.68,1.0
botsnscouts.csv,0.25,0.28,0.0,0.2,0.46,0.38,1.0,0.75,1.0,0.5,0.75,0.44,0.21,1.0,0.37,1.0,0.7
cities3d.csv,0.37,0.23,0.25,0.94,0.47,0.27,0.32,0.33,0.97,0.21,0.56,0.36,0.0,0.6,0.48,0.86,0.64
dynalloy.csv,1.0,0.25,0.03,0.13,0.5,0.3,0.51,0.43,1.0,0.3,0.7,0.45,0.23,0.7,0.47,0.94,0.76
electric-core.csv,0.41,0.97,0.39,0.06,0.5,0.28,0.4,0.2,1.0,0.0,0.5,0.44,0.0,0.79,0.4,0.69,0.73
findbugs.csv,0.4,0.4,0.35,0.13,0.5,0.33,0.46,0.8,0.97,0.31,0.81,0.34,0.23,0.63,0.96,0.88,0.79
img-browse-sort.csv,0.43,0.32,0.0,0.14,0.47,0.44,0.75,0.67,0.98,0.16,0.74,0.49,1.0,0.67,0.55,0.98,0.83
jparsec.csv,0.39,0.2,0.31,0.1,0.29,0.33,0.61,0.41,0.97,0.21,0.57,1.0,0.27,0.69,0.41,0.85,0.76
moast.csv,0.78,0.33,0.0,0.12,0.0,0.71,0.43,0.68,1.0,0.0,0.82,0.36,0.3,1.0,0.67,1.0,0.0
mptvseries.csv,0.66,0.42,0.25,0.12,1.0,0.38,0.79,0.51,0.93,0.17,0.85,0.39,0.45,0.76,0.53,0.98,0.83
mvnforum.csv,0.34,0.3,0.4,0.32,0.2,1.0,0.67,1.0,0.97,0.2,0.56,0.43,0.0,0.73,0.67,0.78,0.8
nosleepsoftware.csv,0.25,0.37,1.0,0.18,0.18,0.21,0.77,0.39,0.97,0.23,0.5,0.57,0.4,0.7,0.42,0.39,0.86
ogre.csv,0.36,0.21,0.25,0.09,0.41,0.3,0.5,0.36,1.0,0.19,0.55,0.39,0.23,0.67,0.38,0.89,0.73
openfrag.csv,0.43,0.26,0.21,0.11,0.44,0.31,0.5,0.42,0.98,0.22,0.98,0.42,0.26,0.7,0.39,0.93,0.88
qdvdauthor.csv,0.28,0.23,0.05,0.1,0.41,0.46,0.56,0.58,0.95,0.31,0.76,0.48,0.32,0.98,0.28,0.98,0.86
sumatrapdf.csv,0.57,0.3,0.13,0.18,0.5,0.32,0.68,0.97,0.95,0.38,0.7,0.44,0.31,0.74,0.46,0.6,0.94
zxing.csv,0.27,0.5,0.29,0.13,0.4,0.26,0.64,0.67,0.97,0.19,0.56,0.35,0.27,0.77,0.38,0.54,0.98
