,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,0.72,0.83,1.02,0.6,0.95,0.83,0.86,0.97,0.96,0.0,0.91,0.7,1.0,0.74,0.82,0.97,0.89
botsnscouts.csv,0.91,0.8,1.0,0.97,0.72,0.74,0.0,0.81,0.92,0.94,0.91,0.83,0.79,0.95,0.75,0.94,0.89
cities3d.csv,0.7,0.71,0.72,0.19,0.59,0.74,0.93,0.76,1.06,0.68,0.7,0.8,1.01,0.82,0.6,1.02,0.9
dynalloy.csv,0.04,0.65,1.12,0.53,0.53,0.76,0.89,0.62,0.72,0.82,0.47,0.68,0.76,0.68,0.59,0.48,0.73
electric-core.csv,0.67,0.11,0.53,0.86,0.63,0.78,0.85,0.98,0.33,1.01,0.82,0.76,1.01,0.74,0.81,0.96,0.8
findbugs.csv,0.66,0.49,0.57,0.53,0.53,0.63,0.82,0.74,0.9,0.48,0.67,0.92,0.81,0.86,0.04,0.94,0.69
img-browse-sort.csv,0.73,0.57,1.06,0.53,0.62,0.5,0.57,0.62,0.82,0.81,0.56,0.58,0.08,0.73,0.61,0.25,0.91
jparsec.csv,0.67,0.87,0.6,0.66,0.94,0.65,0.53,0.78,1.07,0.69,0.92,0.04,0.7,0.74,0.71,0.87,0.75
moast.csv,0.87,0.98,1.0,0.87,1.0,0.45,0.9,0.53,1.0,1.0,0.86,0.92,0.79,0.97,0.86,0.02,1.0
mptvseries.csv,0.57,0.51,0.83,0.56,0.05,0.56,0.6,0.52,1.01,0.78,0.66,1.0,0.64,0.66,0.5,0.2,0.68
mvnforum.csv,0.79,0.9,0.56,0.78,0.96,0.17,0.86,0.65,0.9,0.88,0.81,0.68,1.0,0.75,0.79,0.97,0.87
nosleepsoftware.csv,0.93,0.53,0.12,0.45,0.94,0.87,0.64,0.72,0.85,0.83,0.84,0.67,0.59,0.72,0.71,1.17,0.62
ogre.csv,1.0,0.98,1.0,0.98,0.87,0.98,0.96,0.98,0.0,1.0,1.0,1.0,0.92,1.0,0.98,0.97,1.01
openfrag.csv,0.61,0.64,0.83,0.66,0.61,0.8,0.75,0.67,0.71,0.67,0.08,0.84,0.77,0.7,0.86,0.59,0.43
qdvdauthor.csv,0.86,0.69,1.04,0.69,0.69,0.46,0.63,0.55,1.2,0.47,0.45,0.71,0.64,0.06,0.9,0.17,0.7
sumatrapdf.csv,0.49,0.55,0.92,0.4,0.57,0.66,0.51,0.04,1.22,0.54,0.49,0.77,0.61,0.59,0.59,1.03,0.5
zxing.csv,0.84,0.6,0.78,0.53,0.81,0.79,0.69,0.94,0.89,0.71,0.76,0.8,0.75,0.56,0.76,1.12,0.06
