,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,0.3,0.08,0.21,0.11,0.1,0.05,0.07,0.0,0.0,0.0,0.04,0.26,0.05,0.16,0.07,0.31,0.0
botsnscouts.csv,0.2,0.14,0.0,0.01,0.23,0.18,0.0,0.04,0.0,0.01,0.04,0.14,0.58,0.0,0.38,0.0,0.18
cities3d.csv,0.45,0.34,0.45,0.01,0.55,0.55,0.56,0.53,1.0,0.46,0.49,0.71,0.11,0.53,0.33,1.0,0.59
dynalloy.csv,0.0,0.56,0.62,0.46,0.48,0.7,0.89,0.56,0.0,0.1,0.38,0.67,0.61,0.58,0.53,0.48,0.53
electric-core.csv,0.36,0.01,0.53,0.29,0.26,0.3,0.33,0.71,0.0,0.1,0.3,0.22,0.11,0.16,0.2,0.31,0.35
findbugs.csv,0.45,0.23,0.55,0.5,0.39,0.5,0.26,0.04,0.5,0.37,0.09,0.87,0.26,0.79,0.02,0.93,0.35
img-browse-sort.csv,0.23,0.3,0.36,0.37,0.32,0.32,0.15,0.11,0.5,0.31,0.21,0.38,0.0,0.42,0.22,0.1,0.06
jparsec.csv,0.43,0.83,0.51,0.45,0.81,0.59,0.44,0.78,1.0,0.4,0.92,0.0,0.58,0.68,0.67,0.21,0.35
moast.csv,0.02,0.01,0.0,0.09,0.06,0.09,0.15,0.13,0.0,0.0,0.04,0.1,0.18,0.0,0.04,0.0,0.0
mptvseries.csv,0.13,0.2,0.19,0.47,0.0,0.45,0.11,0.31,0.5,0.37,0.08,1.0,0.16,0.26,0.36,0.17,0.24
mvnforum.csv,0.3,0.07,0.26,0.04,0.13,0.0,0.07,0.0,0.5,0.12,0.23,0.62,0.05,0.21,0.07,0.07,0.12
nosleepsoftware.csv,0.13,0.25,0.0,0.29,0.29,0.25,0.11,0.31,0.5,0.15,0.25,0.17,0.24,0.32,0.31,0.69,0.24
ogre.csv,1.0,0.98,1.0,0.98,0.87,0.98,0.96,0.98,0.0,1.0,1.0,1.0,0.89,1.0,0.98,0.97,1.0
openfrag.csv,0.55,0.59,0.7,0.65,0.48,0.8,0.67,0.64,0.5,0.59,0.02,0.84,0.74,0.63,0.84,0.59,0.35
qdvdauthor.csv,0.29,0.6,0.45,0.35,0.61,0.32,0.41,0.2,1.0,0.43,0.25,0.23,0.34,0.05,0.69,0.14,0.18
sumatrapdf.csv,0.25,0.37,0.28,0.32,0.32,0.57,0.26,0.02,1.0,0.19,0.34,0.77,0.53,0.47,0.44,0.48,0.12
zxing.csv,0.53,0.11,0.21,0.4,0.19,0.32,0.19,0.02,0.5,0.43,0.3,0.32,0.29,0.37,0.33,0.66,0.06
