,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.85,0.52,0.78,0.86,0.69,0.86,0.27,0.84,0.97,0.96,0.91,0.58,0.68,0.4,0.68,0.57,0.74
beast-mcmc.csv,0.54,0.79,0.37,0.62,0.86,0.63,0.42,0.77,0.53,0.53,0.84,0.8,0.86,0.68,1.0,0.85,0.86
bscwweasel.csv,1.0,0.72,0.77,0.36,0.9,0.98,0.65,0.76,0.87,0.86,0.74,0.85,0.68,1.01,1.0,0.83,0.79
codeblocks.csv,0.57,0.69,0.61,0.43,0.71,0.49,0.39,0.85,0.81,0.76,0.86,0.78,0.52,0.79,0.97,0.41,0.7
gamestone.csv,0.95,0.23,0.86,0.67,0.81,0.93,0.65,0.85,0.95,0.79,0.89,0.92,0.93,0.43,0.91,0.65,0.85
iaml.csv,0.9,0.65,0.51,0.96,0.69,0.84,0.62,0.69,0.89,0.73,0.42,0.68,0.62,0.45,0.88,0.93,0.87
jbasic.csv,0.78,0.83,0.66,0.76,0.61,0.91,0.49,1.01,0.95,0.43,0.82,0.77,0.97,0.89,0.54,0.83,0.93
modplug.csv,0.8,0.89,0.8,0.73,0.88,0.64,0.94,0.8,1.0,0.9,0.98,0.92,0.72,0.98,0.98,0.3,0.78
pdfedit.csv,0.68,0.64,0.69,0.87,0.39,0.79,0.69,0.77,0.74,0.84,0.8,0.78,0.89,0.5,0.46,0.52,0.69
redshell.csv,0.88,0.79,0.72,0.79,0.71,0.97,1.0,0.44,1.01,0.63,0.72,0.89,0.86,0.78,0.94,0.97,0.68
sabbu.csv,0.34,0.89,0.43,0.73,0.55,0.64,0.62,0.58,0.48,0.76,0.71,0.5,0.94,0.31,0.81,0.88,0.76
silvertree.csv,0.43,0.76,0.78,0.92,0.84,0.63,0.87,0.78,0.45,1.0,0.75,0.31,0.96,0.72,0.78,0.85,0.92
t-2.csv,0.92,0.98,0.7,0.77,0.86,0.83,0.66,0.84,0.96,0.8,0.6,0.79,0.43,0.99,1.02,0.97,0.83
xinity.csv,0.93,1.04,0.73,0.78,0.63,0.9,0.98,0.83,0.97,0.76,0.53,0.86,0.95,0.78,0.8,0.97,0.4
xreal.csv,0.9,0.77,0.85,0.88,0.76,0.86,0.92,0.78,0.89,0.85,0.82,0.85,0.97,0.01,0.87,1.04,0.82
zabbix.csv,0.57,1.01,0.59,0.85,0.45,0.69,0.68,0.64,0.58,0.73,0.89,0.62,0.91,0.43,0.54,0.63,0.75
zengine.csv,0.63,0.92,0.97,0.99,1.0,0.95,1.0,1.0,0.18,0.98,0.86,1.0,0.99,0.97,0.9,1.0,0.96
