,wgs-assembler.csv,nh3d.csv,jvcl.csv,blogentis.csv,m-m-m.csv,htmlunit.csv,emulemorph.csv
blogentis.csv,0.36,0.15,0.2,0.63,0.39,0.44,0.14
emulemorph.csv,0.35,0.02,0.25,0.49,0.0,0.22,0.2
htmlunit.csv,0.53,0.01,0.21,0.4,0.35,0.54,0.14
jvcl.csv,0.1,0.5,0.31,0.44,0.11,0.28,0.16
m-m-m.csv,0.39,0.03,0.14,0.36,0.85,0.38,0.12
nh3d.csv,0.47,0.8,0.0,0.41,0.91,0.37,0.0
wgs-assembler.csv,0.49,0.03,0.18,0.37,0.08,0.51,0.11
