,plearn.csv,re2c.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,adobe-source.csv,wxcode.csv,olex2.csv
adobe-source.csv,5.0,56.0,1.0,1.0,1.0,7.0,1.0,3.0,18.0,0.0,0.0,2.0
aubit4gl.csv,3.0,0.0,4.0,5.0,0.0,3.0,0.0,0.0,1.0,4.0,17.0,3.0
liferea.csv,6.0,6.0,4.0,0.0,0.0,11.0,2.0,5.0,1.0,7.0,5.0,0.0
moving-pictures.csv,7.0,9.0,12.0,4.0,2.0,6.0,0.0,0.0,2.0,8.0,16.0,3.0
olex2.csv,0.0,1.0,7.0,3.0,101.0,11.0,1.0,0.0,4.0,4.0,18.0,0.0
opensim4opencog.csv,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,18.0,4.0,8.0,3.0
plearn.csv,0.0,0.0,8.0,7.0,2.0,6.0,0.0,0.0,2.0,8.0,3.0,1.0
psrchive.csv,3.0,56.0,0.0,1.0,1.0,12.0,0.0,0.0,2.0,2.0,6.0,1.0
re2c.csv,3.0,0.0,4.0,4.0,2.0,4.0,0.0,0.0,3.0,6.0,2.0,7.0
rebecca-aiml.csv,0.0,0.0,3.0,11.0,2.0,14.0,0.0,0.0,0.0,20.0,10.0,0.0
wxcode.csv,3.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,4.0,0.0,1.0
xfce.csv,0.0,9.0,0.0,4.0,0.0,2.0,0.0,0.0,6.0,1.0,26.0,2.0
