,plearn.csv,re2c.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,adobe-source.csv,wxcode.csv,olex2.csv
adobe-source.csv,0.43,0.0,0.5,0.5,0.74,0.17,0.43,0.6,0.33,0.94,0.33,0.56
aubit4gl.csv,0.22,0.11,0.13,0.16,1.0,0.1,0.35,0.61,0.17,0.19,0.09,0.41
liferea.csv,0.45,0.1,0.3,1.0,0.5,0.22,0.62,0.8,0.57,0.23,0.29,0.64
moving-pictures.csv,0.46,0.05,0.21,0.3,0.55,0.15,1.0,0.89,0.63,0.23,0.15,0.55
olex2.csv,0.44,0.5,0.25,0.4,0.0,0.09,0.5,0.94,0.24,0.21,0.14,1.0
opensim4opencog.csv,0.6,0.5,0.5,0.38,0.59,1.0,0.67,0.67,0.08,0.18,0.11,0.27
plearn.csv,0.98,0.14,0.22,0.19,0.54,0.1,0.41,0.72,0.57,0.21,0.15,0.54
psrchive.csv,0.52,0.0,1.0,0.5,0.5,0.07,0.6,1.0,0.57,0.45,0.22,0.88
re2c.csv,0.43,1.0,0.25,0.17,0.5,0.17,0.51,0.7,0.54,0.19,0.06,0.54
rebecca-aiml.csv,0.5,0.5,0.3,0.26,0.55,0.16,0.44,0.74,1.0,0.21,0.17,0.7
wxcode.csv,0.58,0.17,0.33,0.5,0.6,0.2,1.0,1.0,1.0,0.43,1.0,0.7
xfce.csv,0.35,0.09,0.2,0.35,0.53,0.19,0.45,1.0,0.44,0.26,0.09,0.48
