,plearn.csv,re2c.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,adobe-source.csv,wxcode.csv,olex2.csv
adobe-source.csv,0.44,0.0,0.12,0.13,0.54,0.15,0.17,0.07,0.33,0.95,0.38,0.14
aubit4gl.csv,0.3,0.19,0.2,0.24,0.99,0.14,0.27,0.35,0.24,0.24,0.15,0.38
liferea.csv,0.43,0.12,0.38,0.92,0.23,0.27,0.39,0.53,0.34,0.23,0.38,0.48
moving-pictures.csv,0.37,0.07,0.3,0.26,0.48,0.22,1.0,0.63,0.55,0.29,0.22,0.64
olex2.csv,0.48,0.4,0.33,0.35,0.0,0.14,0.42,0.16,0.24,0.29,0.22,0.99
opensim4opencog.csv,0.17,0.25,0.3,0.29,0.41,0.98,0.24,0.24,0.05,0.15,0.12,0.08
plearn.csv,0.98,0.2,0.25,0.21,0.64,0.15,0.43,0.57,0.52,0.3,0.26,0.42
psrchive.csv,0.36,0.0,0.96,0.13,0.1,0.05,0.18,0.06,0.24,0.24,0.25,0.21
re2c.csv,0.38,1.0,0.36,0.22,0.4,0.24,0.57,0.64,0.61,0.28,0.11,0.54
rebecca-aiml.csv,0.38,0.25,0.35,0.35,0.67,0.23,0.47,0.65,1.0,0.27,0.28,0.56
wxcode.csv,0.2,0.17,0.12,0.13,0.26,0.07,0.07,0.12,0.11,0.16,1.0,0.2
xfce.csv,0.46,0.14,0.32,0.51,0.52,0.28,0.49,0.99,0.5,0.37,0.15,0.6
