,plearn.csv,re2c.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,adobe-source.csv,wxcode.csv,olex2.csv
adobe-source.csv,0.23,0.04,0.01,0.02,0.17,0.09,0.13,0.05,0.28,0.02,0.08,0.06
aubit4gl.csv,0.62,0.63,0.52,0.73,0.0,0.35,0.35,0.36,0.77,0.32,0.39,0.42
liferea.csv,0.2,0.18,0.21,0.0,0.17,0.17,0.16,0.22,0.08,0.17,0.13,0.18
moving-pictures.csv,0.14,0.39,0.41,0.16,0.4,0.35,0.0,0.13,0.11,0.31,0.22,0.55
olex2.csv,0.28,0.04,0.28,0.14,0.12,0.56,0.32,0.01,0.31,0.4,0.33,0.0
opensim4opencog.csv,0.03,0.02,0.04,0.11,0.25,0.0,0.06,0.17,0.18,0.14,0.11,0.11
plearn.csv,0.01,0.24,0.19,0.3,0.75,0.38,0.61,0.43,0.15,0.49,0.45,0.25
psrchive.csv,0.1,0.1,0.0,0.02,0.06,0.08,0.06,0.0,0.05,0.05,0.09,0.01
re2c.csv,0.18,0.0,0.36,0.45,0.38,0.3,0.55,0.57,0.24,0.51,0.58,0.38
rebecca-aiml.csv,0.12,0.02,0.19,0.45,0.81,0.28,0.58,0.47,0.0,0.32,0.32,0.17
wxcode.csv,0.03,0.1,0.03,0.02,0.12,0.02,0.0,0.0,0.0,0.03,0.0,0.04
xfce.csv,0.48,0.39,0.65,0.5,0.52,0.34,0.58,0.0,0.3,0.42,0.41,0.72
