,adaptagrams.csv,lazarus-ccr.csv,redshell.csv,intact.csv,rohxel.csv,japano.csv,red5.csv,pustefix.csv,officefloor.csv,toped.csv,customsagetv.csv,roolo.csv,xreal.csv,glas.csv,jas.csv,primefaces.csv
adaptagrams.csv,0.33,0.76,0.7,0.91,0.95,0.84,0.6,0.71,0.62,0.74,0.96,0.61,0.46,0.92,0.83,1.0
customsagetv.csv,0.57,0.96,0.83,0.77,0.97,0.9,0.88,0.96,0.97,0.81,0.16,1.0,0.42,0.95,0.4,0.97
glas.csv,0.6,0.79,0.75,0.64,0.65,0.7,0.65,0.62,0.54,0.68,0.84,0.71,0.43,0.5,0.54,0.71
intact.csv,0.57,0.63,0.78,0.41,0.72,0.75,0.64,0.69,0.57,1.01,0.59,0.68,0.52,0.87,0.45,0.85
japano.csv,0.65,0.89,0.71,0.8,1.0,0.33,0.91,0.8,0.96,0.98,0.96,0.9,0.58,0.85,0.72,0.97
jas.csv,0.69,0.96,0.76,0.77,0.86,0.76,0.81,0.63,0.85,0.73,0.63,0.68,0.26,0.82,0.19,0.83
lazarus-ccr.csv,0.92,0.24,0.65,0.89,0.67,0.93,0.83,0.98,0.68,0.66,0.69,0.81,0.96,0.86,0.86,0.55
officefloor.csv,0.43,0.74,0.83,0.78,0.97,0.84,0.73,0.75,0.45,0.69,0.93,0.96,0.57,0.95,1.0,0.9
primefaces.csv,1.0,1.0,1.0,0.86,0.86,0.71,0.86,1.0,0.96,1.0,0.84,0.81,1.0,1.0,0.79,0.35
pustefix.csv,0.73,0.96,0.7,0.63,0.63,0.79,0.74,0.45,0.77,0.58,0.58,0.61,0.44,0.88,0.91,0.74
red5.csv,1.0,0.62,0.64,0.95,0.91,0.91,0.47,0.91,0.6,0.72,1.04,1.03,0.81,0.51,0.54,0.89
redshell.csv,0.92,0.78,0.42,0.63,0.76,0.77,0.78,0.85,0.83,0.98,0.8,0.84,0.72,0.84,0.72,0.76
rohxel.csv,0.51,0.89,0.6,0.72,0.36,0.51,0.91,0.95,0.77,0.51,0.59,0.81,1.03,0.76,1.0,0.76
roolo.csv,0.83,0.83,0.58,0.83,0.77,0.76,0.89,0.8,0.91,0.57,0.64,0.39,0.7,0.71,0.91,0.9
toped.csv,0.94,0.68,0.89,0.74,0.91,1.0,0.83,0.85,0.92,0.27,0.68,0.78,0.91,0.97,0.96,0.7
xreal.csv,0.79,0.79,0.78,0.67,0.8,0.65,0.79,0.94,0.92,0.99,0.62,0.74,0.02,0.8,0.52,0.81
